name,latitude,longitude,color,family,country
Usan [wnu],-4.833,145.333,#8B40A2,Trans New Guinea,Papua New Guinea
Usarufa [usa],-6.5,146.083,#115199,Trans New Guinea,Papua New Guinea
Ute [ute],39,-109,#444F82,Uto-Aztecan,USA
Uzbek [uzn],39,66,#2A8D5B,Turkic,Uzbekistan
V'ënen_Taut [nmb],-16.083,167.25,#C856AB,Austronesian,Vanuatu
Vai [vai],7.3,-10.55,#9E9996,Mande,Liberia
Valman [van],-3.25,142.5,#C95C92,Torricelli,Papua New Guinea
Vano [vnk],-11.667,166.75,#DE9C8E,Austronesian,Solomons
Varli [vav],20,73.79,#26A15E,Indo-European,India
Venda [ven],-23.5,30,#BE435E,Niger-Kongo,South Africa
Vietnamese_Hanoi [vie],21.03,105.85,#E9D688,Austroasiatic,Vietnam
Wahgi [wgi],-6.667,145.583,#59789A,Trans New Guinea,Papua New Guinea
Waigali [wbk],35.2,70.99,#26825C,Indo-European,Afghanistan
Waima'a [wmh],-8.5,126.33,#DEDDA6,Austronesian,Timor leste
Wakhi [wbl],36.5,72,#23A949,Indo-European,Pakistan
Walapai [yuf],35.5,-113.75,#2D4D9B,Yuman-Cochimi,USA
Walmatjarri [wmt],-20.116,127.461,#3B6563,Pama-Nyungan,Australia
Wambaya [wmb],-18.667,135.75,#6D625B,Mirndi,Australia
Wambule [wme],27.12,86.45,#426B9E,Tibeto-Burman,Nepal
Wandamen [wad],-2.67,134.25,#CC6DAA,Austronesian,Indonesia
Wangkajunga [mpj-4],-19,126,#3A7572,Pama-Nyungan,Australia
Waorani [auc],-1,-76.5,#5588A1,Waorani,Ecuador
Wappo [wao],38.5,-122.5,#477695,Wappo-Yukian,USA
Warao [wba],9,-62,#3E6D87,Warao,Venezuela
Waray-Waray [war],12,125,#B47356,Austronesian,Philippines
Wardaman [wrr],-15.5,131,#5B5270,Yangman,Australia
Warekena [gae],2,-65,#7A5272,Arawak,Venezuela
Warembori [wsa],-1.65,137.6,#C875C0,Austronesian,Indonesia
Wari' [pav],-11.5,-65,#DC6873,Chapacura,Brazil
Warlpiri [wbp],-20,132.333,#4B7162,Pama-Nyungan,Australia
Warndarang [wnd],-14.417,135.583,#644098,Mara-Warndarang-Alawa,Australia
Waropen [wrp],-2.333,136.667,#C645C3,Austronesian,Indonesia
Warrgamay [wgy],-18.583,146.167,#38B162,Pama-Nyungan,Australia
Warrnambool [xxx-31],-38.25,142.5,#628356,Pama-Nyungan,Australia
Warumungu [wrm],-19.6,134.2,#56B274,Pama-Nyungan,Australia
Washo [was],39.25,-120,#444EA6,Washo,USA
Waskia [wsk],-4.583,145.917,#6B83A2,Trans New Guinea,Papua New Guinea
Wathawurrung [xxx-32],-37.5,144,#567871,Pama-Nyungan,Australia
Watjarri [wbv],-29,117.25,#56A56C,Pama-Nyungan,Australia
Wayana [way],1.216667,-54.656667,#4D21A8,Cariban,Brazil
Welsh [cym],52.3,-4,#947423,Indo-European,Britain
Wembawemba [xxx-33],-36,142,#536452,Pama-Nyungan,Australia
West Makian [mqs],0.333,127.417,#E45DB7,West Papuan,Indonesia
Wichí [mzh],-22.5,-62.583,#A64972,Matacoan,Argentina
Wichita [wic],33.33,-97.33,#89367E,Caddoan,USA
Wik Mungkan [wim],-13.667,141.833,#49BF87,Pama-Nyungan,Australia
Wik Ngathana [wig],-13.917,141.5,#48D99A,Pama-Nyungan,Australia
Winnebago [win],43,-89,#AB43C5,Siouan,USA
Wintu [wit-2],41,-122.5,#475786,Wintuan,USA
Wirangu [wiw],-32,134,#4B9B89,Pama-Nyungan,Australia
Woleaian [woe],7.333,143.833,#F98D7A,Austronesian,USA Federated States of Micronesia
Wolio [wlo],-5.5,122.75,#D45C64,Austronesian,Indonesia
Wolof [wol],15.25,-16.5,#E06952,Niger-Kongo,Senegal
Wooi [wbw],-1.72,135.47,#C3689B,Austronesian,Indonesia
Worora [unp],-15.667,124.667,#5E2EA5,Wororan,Australia
Wotu [wtw],-2.56,120.76,#E45B68,Austronesian,Indonesia
Wulguru [xxx-35],-19.25,146.5,#3D8D5E,Pama-Nyungan,Australia
Wutun [wuh],35.9,102.1,#4AB3B8,Tibeto-Burman,China
Wutung [wut],-2.667,141.167,#957BA3,Skou,Papua New Guinea
Wuvulu [wuv],-1.72,142.833,#C35D61,Austronesian,Papua New Guinea
Wyandot [wya],48.861,-71.357,#7C16A8,Iroquoian,Canada
Xhosa [xho],-33,28,#B14A61,Niger-Kongo,South Africa
Xokleng [xok],-24.3,-50,#66879A,Macro-Je,Brazil
Xuwen [nan-7],20.35,110.2,#BBDC80,Tibeto-Burman,China
Yabem [jae],-6.75,147.833,#A362B6,Austronesian,Papua New Guinea
Yagaria [ygr-2],-6.417,145.417,#2E5695,Trans New Guinea,Papua New Guinea
Yagua [yad],-3.5,-72,#935F6E,Yagua,Peru
Yakkha [ybh],27.2,87.25,#315DA4,Tibeto-Burman,Nepal
Yakut [sah],62,130,#24897E,Turkic,Russia
Yala [yba],6.4,8.4,#D794A9,Niger-Kongo,Nigeria
Yamphu [ybi],27.4,87.1,#246995,Tibeto-Burman,Nepal
Yankuntjatjara [kdd],-27.5,132,#3D808F,Pama-Nyungan,Australia
Yanyuwa [jao],-15.833,136,#516C67,Pama-Nyungan,Australia
Yao [yao],-11.45,34,#DD4A62,Niger-Kongo,Malawi
Yap [yap],9.53,138.1,#CF6351,Austronesian,Yap
Yaqui_Arizona [yaq],31.67,-111.25,#5F7E5F,Uto-Aztecan,USA
Yarik [erw],-2.7,132.6,#C38EB8,Austronesian,Indonesia
Yawa [yva],-1.75,136.25,#8B5BC4,West Papuan,Indonesia
Yawelmani [yok-2],35.3,-118.65,#5A9C3F,Yok-Utian,USA
Yawuru [ywr],-18,122.5,#624664,Nyulnyul,Australia
Yaygir [xxx-36],-29.667,153,#3AB97E,Pama-Nyungan,Australia
Yeletnye [yle],-11,154,#5739B4,Yeletnye,Papua New Guinea
Yelmek [jel],-7.667,139.75,#389F73,Bulaka,Indonesia
Yessan-Mayo [yss],-4.083,142.583,#2EB381,Sepik,Papua New Guinea
Yeyi [yey],-20,23.5,#B9437C,Niger-Kongo,Botswana
Yidiny [yii],-17.917,146.09,#4AA778,Pama-Nyungan,Australia
Yimas [yee],-4.75,143.583,#594278,Lower Sepik-Ramu,Papua New Guinea
Yindjibarndi [yij],-21.5,117,#43B050,Pama-Nyungan,Australia
Yingkarta [yia],-24.7,114.5,#489C50,Pama-Nyungan,Australia
Yir Yoront [yiy],-14.333,142.25,#40A875,Pama-Nyungan,Australia
Yohlmo [scp],27.85,85.6,#2AB1A2,Tibeto-Burman,Nepal
Yokuts_Northern Foothill [yok],36.58,-119.08,#46A250,Yok-Utian,USA
Yoruba [yor],8,4.33,#D7AE80,Niger-Kongo,Nigeria
Yuchi [yuc],35.75,-86.75,#7A38CD,Yuchi,USA
Yugur [ybe],38.988,100.025,#3A9883,Turkic,China
Yukaghir [ykg],65.75,150.833,#377D7C,Yukaghir,Russia
Yuki [yuk],39.67,-123.5,#45818A,Wappo-Yukian,USA
Yukulta [gcd],-17.333,138.833,#487157,Tangkic,Australia
Yunnan_Kunming [smm],24,102,#AFD577,Tibeto-Burman,China
Yup'ik_Central Alaskan [esu],59.5,-160,#305C81,Eskimo-Aleut,USA
Yuracaré [yuz],-16.5,-65,#613E74,Yurakare,Bolivia
Yurok [yur],41.33,-124,#7D615E,Algic,USA
Yuwaalaraay [kld],-29.5,148,#34B04E,Pama-Nyungan,Australia
Zaiwa [atb],24.5,98.5,#7A87C0,Tibeto-Burman,China
Zapotec [zai],16.5,-95,#D9406C,Otomanguean,Mexico
Zhuang [zyn],23.6,108.3,#D8C689,Tai-Kadai,China
Zulu [zul],-30,30,#AE4071,Niger-Kongo,South Africa
Zuni [zun],35.08,-108.83,#4D8B63,Zuni,USA
Kadiwéu [kbc],-20,-57,#AD4875,Guaicuruan,Brazil
