Language_name	Family_name	subfamily_name	genus_name	status	color	latitude	longitude
Amara	Austronesian	Eastern Malayo-Polynesian	Oceanic	unknown/safe	#FF5E00	-5.55778	148.68
Amarasi	Austronesian			unknown/safe	#FF5E00	-10.21751	123.96373
Amarakaeri	Harakmbut			definitely endangered	#32FF00	-12.4931	-70.5533
Ama (Sudan)	Nyimang			unknown/safe	#0006FF	12.0993	29.4332
Amatlán Zapotec	Otomanguean			unknown/safe	#0600FF	16.2707	-96.4003
Amba (Uganda)	Atlantic-Congo			vulnerable	#FF5200	0.81206	30.0014
Ambai	Austronesian	Eastern Malayo-Polynesian	South Halmahera - West New Guinea	unknown/safe	#FF5E00	-1.88126	136.526
Amba (Solomon Islands)	Austronesian			unknown/safe	#FF5E00	-11.2958	166.498
Ambala Ayta	Austronesian			unknown/safe	#FF5E00	14.8156	120.283
Ambakich	Lower Sepik-Ramu			unknown/safe	#00F6FF	-4.23181	144.285
Ambele	Atlantic-Congo			unknown/safe	#FF5200	5.94043	9.62028
Ambelau	Austronesian			unknown/safe	#FF5E00	-3.85919	127.196
Amblong	Austronesian			definitely endangered	#FF5E00	-15.5169	166.95
Ambo	Atlantic-Congo			unknown/safe	#FF5200	7.07637	10.7798
Ambonese Malay	Austronesian			unknown/safe	#FF5E00	-3.71342	128.184
Ambo-Pasco Quechua	Quechuan			severely endangered	#4C00FF	-10.5138	-76.1135
Ambrak	Nuclear Torricelli			unknown/safe	#0019FF	-3.61	142.56
Ambulas	Ndu		Middle Sepik	unknown/safe	#004CFF	-3.7801	143.059
Amdang	Furan			unknown/safe	#7EFF00	14.7528	20.8912
Amdo Tibetan	Sino-Tibetan	Tibeto-Burman	Bodic	unknown/safe	#8B00FF	34.5177	100.485
Amele	Nuclear Trans New Guinea		Madang	unknown/safe	#0013FF	-5.29126	145.687
Amganad Ifugao	Austronesian			unknown/safe	#FF5E00	16.9016	121.042
Amharic	Afro-Asiatic		Semitic	unknown/safe	#FF0600	11.708182	39.543456
Ami	Western Daly			unknown/safe	#FF006B	-13.5573	130.04
Amis	Austronesian			vulnerable	#FF5E00	23.0917	121.348
Mol	Nuclear Torricelli			unknown/safe	#0019FF	-3.46843	142.532
Amoltepec Mixtec	Otomanguean			unknown/safe	#0600FF	16.6521	-97.4518
Amo	Atlantic-Congo	Benue-Congo	Kainji	unknown/safe	#FF5200	10.3229	8.65405
Ampari Dogon	Dogon			unknown/safe	#C3FF00	14.15	-3.55
Ampanang	Austronesian			unknown/safe	#FF5E00	-0.79259	116.349
Amri Karbi	Sino-Tibetan			unknown/safe	#8B00FF	26.024	91.482
Amto	Amto-Musan			unknown/safe	#FF1900	-4.12165	141.339
Amundava	Tupian			vulnerable	#FF00BD	-9.04023	-62.3064
Anaang	Atlantic-Congo			unknown/safe	#FF5200	4.94832	7.57969
Anakalangu	Austronesian			unknown/safe	#FF5E00	-9.63425	119.605
Anal	Sino-Tibetan			vulnerable	#8B00FF	24.0506	94.2806
Anam	Nuclear Trans New Guinea			unknown/safe	#0013FF	-4.68869	145.051
Anamuxra	Nuclear Trans New Guinea		Madang	unknown/safe	#0013FF	-4.63762	144.991
Anambé	Tupian			critically endangered	#FF00BD	-2.71119	-49.303
Ana Tinga Dogon	Dogon			unknown/safe	#C3FF00	14.6669	-3.1168
Ancient Greek	Indo-European			extinct	#00FF13	39.8155	21.9129
Ancient Hebrew	Afro-Asiatic			extinct	#FF0600	31.7761	35.1725
Andaman Creole Hindi	Indo-European			unknown/safe	#00FF13	11.676	92.738
Andai	Arafundi			unknown/safe	#FF2C00	-4.96449	143.637
Andarum	Lower Sepik-Ramu			unknown/safe	#00F6FF	-4.48734	144.767
Andegerebinha	Pama-Nyungan			unknown/safe	#1900FF	-22.51278	137.3515
Andh	Indo-European			unknown/safe	#00FF13	19.4734	77.7156
Andi	Nakh-Daghestanian	Daghestanian	Avar-Andic-Tsezic	definitely endangered	#0065FF	42.8078	46.2919
Andio	Austronesian			vulnerable	#FF5E00	-0.88368	123.174
Andoquero	Huitotoan			extinct	#06FF00	-0.666992	-72.310867
Andoa	Zaparoan			extinct	#FF000D	-3.29664	-76.6056
Andro	Sino-Tibetan			extinct	#8B00FF	24.754303	94.033796
Andra-Hus	Austronesian			unknown/safe	#FF5E00	-2.05894	147.085
Aneityum	Austronesian	Eastern Malayo-Polynesian	Oceanic	unknown/safe	#FF5E00	-20.1864	169.825
Aneme Wake	Yareban			unknown/safe	#FF003F	-9.75911	148.479
Anfillo	Ta-Ne-Omotic			critically endangered	#DC00FF	8.568	34.647
Angami Naga	Sino-Tibetan			vulnerable	#8B00FF	25.6841	93.8668
Angaataha	Angan		Angan	unknown/safe	#FF1F00	-7.15012	146.352
Angal Heneng	Nuclear Trans New Guinea			unknown/safe	#0013FF	-6.13347	143.478
Angal	Nuclear Trans New Guinea			unknown/safe	#0013FF	-6.0127	143.592
Angal Enen	Nuclear Trans New Guinea			unknown/safe	#0013FF	-6.23296	143.583
Angguruk Yali	Nuclear Trans New Guinea			unknown/safe	#0013FF	-4.0836	139.457
Angika	Indo-European			vulnerable	#00FF13	26.0047	85.534
Angloromani	Mixed Language			unknown/safe	#008BFF	39	-78
Angor	Senagi			unknown/safe	#6B00FF	-3.7167	141.199
Angoram	Lower Sepik-Ramu			unknown/safe	#00F6FF	-4.07758	144.028
Angosturas Tunebo	Chibchan			definitely endangered	#FFE900	6.54198	-71.9212
Angolar	Indo-European		Creoles and Pidgins	unknown/safe	#00FF13	0.11438	6.59486
Anii	Atlantic-Congo			unknown/safe	#FF5200	9.11127	1.60169
//Ani	Khoe-Kwadi		Khoe-Kwadi	definitely endangered	#00FF8B	-19.0966	22.9088
Animere	Atlantic-Congo			critically endangered	#FF5200	7.60385	0.41962
Anindilyakwa	Gunwinyguan	Gunwinyguan	Anindilyakwa	vulnerable	#3FFF00	-13.99904	136.6415
Anjam	Nuclear Trans New Guinea			unknown/safe	#0013FF	-5.45899	145.717
Ankave	Angan			unknown/safe	#FF1F00	-7.19444	145.754
Anmatyerre	Pama-Nyungan			unknown/safe	#1900FF	-22.2853	133.286
Anor	Lower Sepik-Ramu			unknown/safe	#00F6FF	-4.98449	144.801
Anserma	Chocoan			extinct	#FCFF00	6.24999	-76.05
Ansus	Austronesian			unknown/safe	#FF5E00	-1.7543	135.866
Antakarinya	Pama-Nyungan			definitely endangered	#1900FF	-27.1152	134.838
Antankarana Malagasy	Austronesian			unknown/safe	#FF5E00	-13.2164	49.2402
Antioquian	Chibchan			extinct	#FFE900	7.199341	-75.342236
Antigua and Barbuda Creole English	Indo-European			unknown/safe	#00FF13	15.5531	-61.3156
Anuak	Nilotic		Nilotic	unknown/safe	#0045FF	7.57714	34.0267
Anufo	Atlantic-Congo		Kwa	unknown/safe	#FF5200	10.2839	0.56021
Anuki	Austronesian			definitely endangered	#FF5E00	-9.6692	149.822
Anus	Austronesian			severely endangered	#FF5E00	-2.26271	139.502
Anuta	Austronesian			unknown/safe	#FF5E00	-11.61	169.85
Anu	Sino-Tibetan			unknown/safe	#8B00FF	23.3394	98.5945
Anyin Morofo	Atlantic-Congo			unknown/safe	#FF5200	6.1627	-4.64232
Anyin	Atlantic-Congo		Kwa	unknown/safe	#FF5200	6.31781	-3.30532
Aoheng-Seputan	Austronesian			unknown/safe	#FF5E00	0.87404	114.127
Ao Naga	Sino-Tibetan	Tibeto-Burman	Kuki-Chin	unknown/safe	#8B00FF	26.3241	94.3824
Aore	Austronesian			extinct	#FF5E00	-15.5753	167.166
A'ou	Tai-Kadai			unknown/safe	#E300FF	26.8	105.85
Apalik	Austronesian			unknown/safe	#FF5E00	-6.29002	149.96
Apali	Nuclear Trans New Guinea			unknown/safe	#0013FF	-5.1727	145.023
Apalaí	Cariban		Cariban	vulnerable	#FFD000	1.49792	-54.7457
Apasco-Apoala Mixtec	Otomanguean			unknown/safe	#0600FF	17.6143	-97.0657
Apatani	Sino-Tibetan	Tibeto-Burman	Tani	vulnerable	#8B00FF	27.1933	93.7284
Apiaka-Tocantins	Cariban			extinct	#FFD000	-6.5	-49.771729
Apiaká	Tupian			critically endangered	#FF00BD	-7.84711	-57.91
Apinayé	Nuclear-Macro-Je		Ge-Kaingang	vulnerable	#000DFF	-6.10774	-47.6315
Apma	Austronesian			unknown/safe	#FF5E00	-15.8559	168.189
Apolista	Arawakan			extinct	#FF3900	-14.83	-68.66
Aproumu Aizi	Atlantic-Congo		Kru	unknown/safe	#FF5200	5.20273	-4.52192
A-Pucikwar	Great Andamanese		Great Andamanese	extinct	#5EFF00	12.241	92.7965
Apurinã	Arawakan		Purus	definitely endangered	#FF3900	-8.21692	-66.7714
Aputai	Austronesian			critically endangered	#FF5E00	-7.84732	126.496
Arabana	Pama-Nyungan			critically endangered	#1900FF	-28.705	135.449
Arabela	Zaparoan		Zaparoan	severely endangered	#FF000D	-1.96126	-75.0612
Aragonese	Indo-European			definitely endangered	#00FF13	42.4669	-0.00919
Araicu	Arawakan			extinct	#FF3900	-3.104315	-67.2052
Araki	Austronesian	Eastern Malayo-Polynesian	Oceanic	critically endangered	#FF5E00	-15.632997	166.952542
Aralle-Tabulahan	Austronesian		South Sulawesi	unknown/safe	#FF5E00	-2.78397	119.319
Arammba	Morehead-Wasur			unknown/safe	#0078FF	-8.29593	141.445
Arandai	South Bird's Head Family		South Bird's Head	unknown/safe	#AA00FF	-2.08016	132.983
Aranadan	Dravidian			unknown/safe	#B7FF00	11.35252	75.79538
Araona	Pano-Tacanan		Tacanan	severely endangered	#1F00FF	-12.4242	-67.7293
Arapaho	Algic		Algonquian	unknown/safe	#FF1300	43.3879	-108.81
Arapaso	Tucanoan			extinct	#FF00C9	0.13727	-67.7282
Arawum	Nuclear Trans New Guinea			severely endangered	#0013FF	-5.52787	145.903
Araweté	Tupian			vulnerable	#FF00BD	-4.90246	-52.5001
Lokono	Arawakan			critically endangered	#FF3900	5.64295	-56.9243
Arazaire	Pano-Tacanan			extinct	#1F00FF	-13.25	-70.8
Arbëreshë Albanian	Indo-European			definitely endangered	#00FF13	38.911	16.7164
Arbore	Afro-Asiatic			definitely endangered	#FF0600	4.92183	36.7986
Archi	Nakh-Daghestanian	Daghestanian	Lezgic	definitely endangered	#0065FF	42.3239	46.8267
'Are'are	Austronesian	Eastern Malayo-Polynesian	Oceanic	unknown/safe	#FF5E00	-9.20699	161.158
Areba	Pama-Nyungan			extinct	#1900FF	-16.63548	142.63107
Are	Austronesian			unknown/safe	#FF5E00	-9.67147	149.999
Arem	Austroasiatic			severely endangered	#FF5800	17.7672	105.928
Arequipa-La Unión Quechua	Quechuan			unknown/safe	#4C00FF	-15.1806	-72.6333
Argobba	Afro-Asiatic			critically endangered	#FF0600	10.6596	39.756
Arguni	Austronesian			vulnerable	#FF5E00	-2.645798	132.5556
Arhâ	Austronesian			critically endangered	#FF5E00	-21.2866	165.273
Arhö	Austronesian			critically endangered	#FF5E00	-21.3183	165.161
Arhuaco	Chibchan		Aruak	vulnerable	#FFE900	10.7018	-73.6363
Aribwaung	Austronesian			unknown/safe	#FF5E00	-6.65252	146.919
Aribwatsa	Austronesian	Eastern Malayo-Polynesian	Oceanic	extinct	#FF5E00	-6.72266	146.991
Arifama-Miniafia	Austronesian			unknown/safe	#FF5E00	-9.15565	149.246
Arigidi	Atlantic-Congo			unknown/safe	#FF5200	7.56324	5.89556
Ari	Suki-Gogodala			severely endangered	#D000FF	-7.95526	142.4
Arikara	Caddoan		Caddoan	critically endangered	#FFC300	40.6473	-98.7158
Arikem	Tupian			extinct	#FF00BD	-8.924	-63.742
Arikapú	Nuclear-Macro-Je			critically endangered	#000DFF	-12.4878	-62.7261
Arin	Yeniseian			extinct	#FF0032	57	93
Aringa	Central Sudanic			unknown/safe	#FFD600	3.56143	31.3071
Aritinngitigh	Pama-Nyungan			extinct	#1900FF	-12.50839255	142.138748
Arizona Tewa	Kiowa-Tanoan			unknown/safe	#00FF91	35.836667	-110.381389
Arma	Unattested			extinct	#FF00A4	2.03332	-76
Aromanian	Indo-European			definitely endangered	#00FF13	42.0646	22.6464
Arop-Sissano	Austronesian			unknown/safe	#FF5E00	-3.06984	142.12
Arop-Lokep	Austronesian	Eastern Malayo-Polynesian	Oceanic	unknown/safe	#FF5E00	-5.31671	147.103
Arosi	Austronesian	Eastern Malayo-Polynesian	Oceanic	unknown/safe	#FF5E00	-10.2441	161.432
Arta	Austronesian			unknown/safe	#FF5E00	16.4185	121.656
Aruamu	Lower Sepik-Ramu		Mikarew	unknown/safe	#00F6FF	-4.28957	144.842
Aruá (Rondonia State)	Tupian			severely endangered	#FF00BD	-12.1186	-62.4357
Aruá (Amazonas State)	Arawan			extinct	#FF3F00	-5.5	-67.98
Aruan	Arawakan			extinct	#FF3900	-0.608631	-50.123291
Aruek	Nuclear Torricelli			unknown/safe	#0019FF	-3.37841	142.715
Srenge	Nuclear Torricelli			unknown/safe	#0019FF	-3.45782	142.478
Arvanitika Albanian	Indo-European			severely endangered	#00FF13	38.283	23.3703
Asaro'o	Nuclear Trans New Guinea			unknown/safe	#0013FF	-5.68263	146.508
Asas	Nuclear Trans New Guinea			unknown/safe	#0013FF	-5.69345	145.549
Asháninka	Arawakan			vulnerable	#FF3900	-11.9311	-73.9073
Ashe	Atlantic-Congo			unknown/safe	#FF5200	9.36574	7.39443
Ashéninka Perené	Arawakan			vulnerable	#FF3900	-10.9777	-74.9153
Ashéninka Pajonal	Arawakan		Pre-Andine Arawakan	vulnerable	#FF3900	-10.7583	-74.2014
Ashkun	Indo-European			definitely endangered	#00FF13	34.84277	70.37453
Asho Chin	Sino-Tibetan	Tibeto-Burman	Kuki-Chin	unknown/safe	#8B00FF	21.393	93.5069
Ashtiani	Indo-European			definitely endangered	#00FF13	37.7469	48.6808
Asilulu	Austronesian			unknown/safe	#FF5E00	-3.67302	127.952
Askopan	North Bougainville			unknown/safe	#0039FF	-6.22539	155.307
Asoa	Central Sudanic			unknown/safe	#FFD600	2.26818	26.7198
Assamese	Indo-European		Indic	unknown/safe	#00FF13	26.0876	91.2932
Assangori	Tamaic			unknown/safe	#E900FF	13.9592	22.6393
Assiniboine	Siouan			critically endangered	#9100FF	49.2923	-106.068
As	Austronesian			vulnerable	#FF5E00	-0.75267	131.728
Assyrian Neo-Aramaic	Afro-Asiatic		Semitic	definitely endangered	#FF0600	36.75	43
Asturian	Indo-European		Romance	definitely endangered	#00FF13	42.4181	-6.02227
Asue Awyu	Nuclear Trans New Guinea		Awju-Dumut	unknown/safe	#0013FF	-5.98341	139.123
Asumboa	Austronesian			severely endangered	#FF5E00	-11.2969	166.499
Asu (Nigeria)	Atlantic-Congo			unknown/safe	#FF5200	10.0849	5.42081
Asunción Mixtepec Zapotec	Otomanguean			unknown/safe	#0600FF	16.8762	-96.8704
Asuri	Austroasiatic			definitely endangered	#FF5800	21.5721	83.4562
Asu (Tanzania)	Atlantic-Congo	Benue-Congo	Bantoid	unknown/safe	#FF5200	-4.17978	37.8323
Ata	Austronesian			unknown/safe	#FF5E00	9.715	122.9
Atampaya	Pama-Nyungan			extinct	#1900FF	-11.0018	142.273
Ata Manobo	Austronesian			unknown/safe	#FF5E00	7.7789	125.499
Atatláhuca Mixtec	Otomanguean		Mixtecan	unknown/safe	#0600FF	17.07133	-97.67753
Atayal	Austronesian		Atayalic	vulnerable	#FF5E00	24.5209	121.388
Mand	Nuclear Trans New Guinea			definitely endangered	#0013FF	-5.08137	144.806
Athpariya	Sino-Tibetan	Tibeto-Burman	Mahakiranti	definitely endangered	#8B00FF	26.8794	87.3296
Ati	Austronesian			unknown/safe	#FF5E00	11.1539	122.512
Atikamekw	Algic		Algonquian	vulnerable	#FF1300	47.9555	-73.7989
Atohwaim	Kayagaric			unknown/safe	#00FF7E	-6.27123	138.666
Atong (India)	Sino-Tibetan			severely endangered	#8B00FF	25.346508	90.658722
Atong	Atlantic-Congo			unknown/safe	#FF5200	6.03539	9.72121
Atorada	Arawakan			unknown/safe	#FF3900	2.481	-60.286
Atsam	Atlantic-Congo			unknown/safe	#FF5200	9.95914	8.48301
Atsahuaca	Pano-Tacanan			extinct	#1F00FF	-14.1666	-69.5
Atsugewi	Palaihnihan			extinct	#1300FF	40.4271	-120.661
Attié	Atlantic-Congo			unknown/safe	#FF5200	5.9977	-3.8209
Atzingo Matlatzinca	Otomanguean			severely endangered	#0600FF	19.3871	-99.9239
'Auhelawa	Austronesian			unknown/safe	#FF5E00	-10.0959	151.002
Aulua	Austronesian	Eastern Malayo-Polynesian	Oceanic	unknown/safe	#FF5E00	-16.3579	167.697
Aurê y Aurá	Tupian			extinct	#FF00BD	-4.137	-46.792
Aushi	Atlantic-Congo			unknown/safe	#FF5200	-11.6295	29.0168
Aushiri	Zaparoan			extinct	#FF000D	-3.3196	-74.5411
Austral	Austronesian			definitely endangered	#FF5E00	-23.3843	-149.462
Au	Nuclear Torricelli		Wapei-Palei	unknown/safe	#0019FF	-3.53277	142.105
Auwe	Border			unknown/safe	#FFA400	-3.33662	141.254
Auye	Nuclear Trans New Guinea			vulnerable	#0013FF	-3.43705	136.096
Auyokawa	Afro-Asiatic			extinct	#FF0600	9.85747	11.322
Avá-Canoeiro	Tupian			critically endangered	#FF00BD	-13.6081	-48.1336
Avar	Nakh-Daghestanian	Daghestanian	Avar-Andic-Tsezic	vulnerable	#0065FF	41.7047	46.558
Avatime	Atlantic-Congo		Kwa	unknown/safe	#FF5200	6.8688	0.41314
Avau	Austronesian			unknown/safe	#FF5E00	-6.24342	150.427
Avestan	Indo-European			extinct	#00FF13	31.541	53.633
Avikam	Atlantic-Congo		Kwa	unknown/safe	#FF5200	5.15838	-5.2529
Avokaya	Central Sudanic		Moru-Ma'di	unknown/safe	#FFD600	4.38639	29.9379
Awabakal	Pama-Nyungan			extinct	#1900FF	-33.12847	151.43555
Ximeng-Menglian Awa	Austroasiatic			unknown/safe	#FF5800	22.75	99.4833
Awa-Cuaiquer	Barbacoan		Barbacoan	critically endangered	#FF7E00	1.21652	-78.3401
Awadhi	Indo-European		Indic	unknown/safe	#00FF13	27.5907	82.4663
Awad Bing	Austronesian			unknown/safe	#FF5E00	-5.59896	146.355
Awak	Atlantic-Congo			unknown/safe	#FF5200	9.86334	11.3291
Awa (Papua New Guinea)	Nuclear Trans New Guinea		Eastern Highlands	unknown/safe	#0013FF	-6.65534	145.714
Awara	Nuclear Trans New Guinea			unknown/safe	#0013FF	-6.16986	146.372
Awar	Lower Sepik-Ramu			unknown/safe	#00F6FF	-4.13554	144.836
Awbono	Bayono-Awbono			unknown/safe	#FF8400	-5.05875	139.724
Aweer	Afro-Asiatic			definitely endangered	#FF0600	-1.40124	41.234
Awera	Lakes Plain			vulnerable	#00FFE3	-2.71886	136.063
Awetí	Tupian			vulnerable	#FF00BD	-12.9336	-53.5852
Awing	Atlantic-Congo			unknown/safe	#FF5200	5.88362	10.264
Awiyaana	Nuclear Trans New Guinea		Eastern Highlands	unknown/safe	#0013FF	-6.54079	145.76
Awjilah-Foqaha	Afro-Asiatic			severely endangered	#FF0600	29.2341	21.1819
Awngi	Afro-Asiatic	Cushitic	Central Cushitic	unknown/safe	#FF0600	10.9819	36.6916
Awtuw	Sepik		Ram	unknown/safe	#7800FF	-3.53129	141.928
Auwon	Sepik			unknown/safe	#7800FF	-3.79671	141.999
Awutu	Atlantic-Congo			unknown/safe	#FF5200	5.42441	-0.59545
Awu = Lope	Sino-Tibetan			unknown/safe	#8B00FF	25.395	103.306
Awyi	Border		Border	vulnerable	#FFA400	-3.00564	140.604
Axamb	Austronesian			unknown/safe	#FF5E00	-16.4838	167.707
Axi Yi	Sino-Tibetan			unknown/safe	#8B00FF	24.6009	103.713
Yintyinka-Ayabadhu	Pama-Nyungan			extinct	#1900FF	-14.6652	142.893
Ayacucho Quechua	Quechuan		Quechuan	definitely endangered	#4C00FF	-13.84714	-74.32246
Ayautla Mazatec	Otomanguean			vulnerable	#0600FF	18.0993	-96.5952
Ayere	Atlantic-Congo			unknown/safe	#FF5200	7.52206	6.01979
Ayi (Papua New Guinea)	Sepik			unknown/safe	#7800FF	-3.95946	142.407
Ayiwo	Austronesian	Eastern Malayo-Polynesian	Oceanic	unknown/safe	#FF5E00	-10.282595	166.328715
Ayizi	Sino-Tibetan			critically endangered	#8B00FF	25	103.7
Ayizo Gbe	Atlantic-Congo			unknown/safe	#FF5200	6.62654	2.20552
Ayoquesco Zapotec	Otomanguean			unknown/safe	#0600FF	16.6633	-96.8575
Ayoreo	Zamucoan		Zamucoan	definitely endangered	#FF0013	-19.220055	-60.217495
Ayutla Mixtec	Otomanguean		Mixtecan	unknown/safe	#0600FF	16.8833	-98.9916
Ayu	Atlantic-Congo			unknown/safe	#FF5200	9.2634	8.60225
Azha	Sino-Tibetan			unknown/safe	#8B00FF	23.9	104.15
Azhe	Sino-Tibetan			unknown/safe	#8B00FF	24.405	103.441
Azoyú Me'phaa	Otomanguean			unknown/safe	#0600FF	16.7584	-98.5241
Baan	Atlantic-Congo			unknown/safe	#FF5200	4.66709	7.30065
Baangi	Atlantic-Congo			unknown/safe	#FF5200	10.8083	5.7261
Baatonum	Atlantic-Congo		Gur	unknown/safe	#FF5200	9.63186	2.99607
Baazem	Atlantic-Congo			unknown/safe	#FF5200	6.80235	9.97124
Babango	Atlantic-Congo			unknown/safe	#FF5200	1.79475	23.5851
Baba	Atlantic-Congo			unknown/safe	#FF5200	6.11222	10.5216
Babanki	Atlantic-Congo			unknown/safe	#FF5200	5.97863	10.2869
Baba Malay	Austronesian			unknown/safe	#FF5E00	1.75414	103.076
Babatana	Austronesian			unknown/safe	#FF5E00	-7.22281	157.149
Babalia Creole Arabic	Afro-Asiatic			unknown/safe	#FF0600	12.7617	16.6925
Babine	Athapaskan-Eyak-Tlingit			severely endangered	#FF4C00	55.0997	-126.41
Babuza	Austronesian			extinct	#FF5E00	24.0017	120.585
Bacanese Malay	Austronesian			unknown/safe	#FF5E00	-0.62275	127.49
Bacama	Afro-Asiatic			unknown/safe	#FF0600	9.53072	12.0416
Badaga	Dravidian		Southern Dravidian	definitely endangered	#B7FF00	11.3094	76.5974
Bada (Nigeria)	Atlantic-Congo			unknown/safe	#FF5200	9.62456	9.95
Bada (Indonesia)	Austronesian			unknown/safe	#FF5E00	-1.80249	120.319
Badeshi	Unattested			extinct	#FF00A4	35.2655	72.6823
Bade	Afro-Asiatic	Chadic	West Chadic	vulnerable	#FF0600	12.789	10.6557
Badimaya	Pama-Nyungan			unknown/safe	#1900FF	-29.0647	117.246
Bädi Kanum	Morehead-Wasur		Morehead and Upper Maro Rivers	unknown/safe	#0078FF	-8.85301	140.753
Badui	Austronesian			unknown/safe	#FF5E00	-6.35359	106.177
Jaad-Badyara	Atlantic-Congo			severely endangered	#FF5200	12.6425	-13.4759
Baeggu	Austronesian			unknown/safe	#FF5E00	-8.49014	160.771
Baelelea	Austronesian			unknown/safe	#FF5E00	-8.41627	160.721
Baetora	Austronesian			unknown/safe	#FF5E00	-15.2574	168.159
Bafaw-Balong	Atlantic-Congo			unknown/safe	#FF5200	4.53307	9.522
Bafanji	Atlantic-Congo			unknown/safe	#FF5200	5.84612	10.4518
Bafia	Atlantic-Congo	Benue-Congo	Bantoid	unknown/safe	#FF5200	4.72603	11.0982
Bafoto	Atlantic-Congo			unknown/safe	#FF5200	1.19	19.76
Bafut	Atlantic-Congo	Benue-Congo	Bantoid	unknown/safe	#FF5200	6.14153	10.1194
Baga Manduri	Atlantic-Congo			unknown/safe	#FF5200	10.76747	-14.60521
Baga Sitemu	Atlantic-Congo	Atlantic	Mel	severely endangered	#FF5200	10.4793	-14.4756
Baga Koga	Atlantic-Congo			unknown/safe	#FF5200	10.1286	-13.947
Baga Mboteni-Binari	Atlantic-Congo			definitely endangered	#FF5200	10.5271	-14.6111
Bagheli	Indo-European			unknown/safe	#00FF13	24.6837	87.4994
Bagirmi Fulfulde	Atlantic-Congo			unknown/safe	#FF5200	8.81656	18.3467
Bagirmi	Central Sudanic		Bongo-Bagirmi	unknown/safe	#FFD600	11.52392	14.769495
Bago-Kusuntu	Atlantic-Congo			unknown/safe	#FF5200	8.52697	1.41214
Bagri	Indo-European		Indic	unknown/safe	#00FF13	28.6036	71.453
Bagusa	Greater Kwerba			unknown/safe	#58FF00	-1.98844	137.914
Bagupi	Nuclear Trans New Guinea			definitely endangered	#0013FF	-5.07778	145.632
Bagvalal	Nakh-Daghestanian	Daghestanian	Avar-Andic-Tsezic	definitely endangered	#0065FF	42.3966	46.1041
Bahau	Austronesian			unknown/safe	#FF5E00	0.30801	115.332
Baham	West Bomberai		West Bomberai	unknown/safe	#FF0071	-3.10628	132.637
Baharna Arabic	Afro-Asiatic		Semitic	unknown/safe	#FF0600	26.223615	50.580811
Bahamas Creole English	Indo-European			unknown/safe	#00FF13	25.032149	-77.390587
Bahing	Sino-Tibetan			definitely endangered	#8B00FF	27.3323	86.3949
Bahinemo	Sepik		Sepik Hill	unknown/safe	#7800FF	-4.55527	142.832
Bahnar	Austroasiatic	Mon-Khmer	Bahnaric	unknown/safe	#FF5800	14.0476	108.471
Bahonsuai	Austronesian			definitely endangered	#FF5E00	-2.22572	121.707
Baibai	Baibai-Fas			unknown/safe	#FF7100	-3.42672	141.345
Bai	Atlantic-Congo			definitely endangered	#FF5200	7.57221	26.48246
Baikeno	Austronesian			unknown/safe	#FF5E00	-9.32991	124.256
Baima	Sino-Tibetan			vulnerable	#8B00FF	33.1001	103.952
Baimak	Nuclear Trans New Guinea			unknown/safe	#0013FF	-5.18943	145.606
Bainounk-Gujaher	Atlantic-Congo			unknown/safe	#FF5200	12.3128	-16.0586
Bainouk-Gunyaamolo-Gutobor	Atlantic-Congo			vulnerable	#FF5200	12.8672	-16.229
Baissa Fali	Atlantic-Congo			unknown/safe	#FF5200	7.38023	10.7684
Baiso	Afro-Asiatic			definitely endangered	#FF0600	6.44892	37.7681
Bajan	Indo-European			unknown/safe	#00FF13	13.1365	-59.5346
Bajelani	Indo-European			definitely endangered	#00FF13	33.9498	42.9867
Baka (Cameroon)	Atlantic-Congo	Adamawa-Ubangi	Ubangi	unknown/safe	#FF5200	2.16013	13.7804
Bakaka	Atlantic-Congo			unknown/safe	#FF5200	4.79991	9.80402
Baka (Sudan)	Central Sudanic		Bongo-Bagirmi	unknown/safe	#FFD600	4.65943	29.59
Bakairí	Cariban		Cariban	vulnerable	#FFD000	-14.2628	-54.7034
Bakhtiari	Indo-European			unknown/safe	#00FF13	32.0163	49.7713
Baki	Austronesian			vulnerable	#FF5E00	-16.7096	168.165
Bakoko	Atlantic-Congo			unknown/safe	#FF5200	3.56518	9.99905
Bakole	Atlantic-Congo			critically endangered	#FF5200	4.43654	8.97387
Bakpinka	Atlantic-Congo			critically endangered	#FF5200	5.26756	8.26321
Bakumpai	Austronesian			unknown/safe	#FF5E00	-1.98842	114.77
Bakwé	Atlantic-Congo			unknown/safe	#FF5200	5.23123	-6.51077
Balanta-Kentohe	Atlantic-Congo			unknown/safe	#FF5200	11.8203	-15.3221
Balanta-Ganja	Atlantic-Congo			unknown/safe	#FF5200	12.5382	-15.6658
Balangao	Austronesian		Northern Luzon	unknown/safe	#FF5E00	17.0994	121.272
Balangingi	Austronesian			unknown/safe	#FF5E00	6.011614	121.686646
Balaesang	Austronesian			definitely endangered	#FF5E00	-0.05644	119.689
Balantak	Austronesian		Celebic	unknown/safe	#FF5E00	-0.86809	123.289
Balade	Austronesian			unknown/safe	#FF5E00	-20.25	164.2
Baldemu	Afro-Asiatic			critically endangered	#FF0600	10.9078	14.4674
Bali (Nigeria)	Atlantic-Congo			unknown/safe	#FF5200	8.81345	11.2952
Bali (Democratic Republic of Congo)	Atlantic-Congo			unknown/safe	#FF5200	1.1807	26.5941
