Language_name	Family_name	subfamily_name	genus_name	status	color	latitude	longitude
Tuvalu	Austronesian	Eastern Malayo-Polynesian	Oceanic	definitely endangered	#FF5E00	-8.520813	179.198088
Tuvinian	Turkic			vulnerable	#FF00B0	48.436	92.6693
Tuwari	Walioic			unknown/safe	#FF007E	-4.80315	142.095
Tuwali Ifugao	Austronesian			unknown/safe	#FF5E00	16.6646	121.113
Tuwuli	Atlantic-Congo			vulnerable	#FF5200	7.31095	0.38008
Tuxináwa	Pano-Tacanan			extinct	#1F00FF	-9.74999	-69.0167
Tuyuca	Tucanoan			vulnerable	#FF00C9	0.39441	-70.043515
Twana	Salishan			extinct	#6500FF	47.7419	-121.765
Twents	Indo-European			vulnerable	#00FF13	52.2926	6.77085
Cambap	Atlantic-Congo			critically endangered	#FF5200	6.36656	11.7002
Tyap	Atlantic-Congo	Benue-Congo	Platoid	unknown/safe	#FF5200	9.75568	8.3082
Tyaraity	Northern Daly			extinct	#0026FF	-12.4868	130.676
Tzeltal	Mayan			unknown/safe	#00AAFF	16.6384	-92.2786
Tzotzil	Mayan			unknown/safe	#00AAFF	16.6362	-92.7388
Tz'utujil	Mayan			definitely endangered	#00AAFF	14.6351	-91.2012
Uab Meto	Austronesian			unknown/safe	#FF5E00	-9.77284	124.144
Uainuma-Mariate	Arawakan			extinct	#FF3900	-2.676394	-68.435669
Uamué	Unclassifiable			extinct	#FF009D	-8.49999	-38.75
Uare	Kwalean			unknown/safe	#00FFD0	-9.69571	147.687
Ubaghara	Atlantic-Congo			unknown/safe	#FF5200	5.72343	7.96439
Ubang	Atlantic-Congo			unknown/safe	#FF5200	6.40906	9.2616
Ubi	Afro-Asiatic			severely endangered	#FF0600	11.8006	18.558
Ubir	Austronesian			unknown/safe	#FF5E00	-9.59044	149.396
Ubykh	Abkhaz-Adyge			extinct	#FF0000	43.67	39.67
Ucayali-Yurúa Ashéninka	Arawakan			vulnerable	#FF3900	-9.49424	-73.1836
Uda	Atlantic-Congo			unknown/safe	#FF5200	4.70196	8.06562
Udihe	Tungusic			critically endangered	#FF00C3	46.6309	135.678
Udi	Nakh-Daghestanian			severely endangered	#0065FF	40.9	47.7236
Udmurt	Uralic			definitely endangered	#FF0097	56.12921	52.63548
Uduk	Koman			unknown/safe	#00FFB0	9.16012	34.2293
Ufim	Nuclear Trans New Guinea			unknown/safe	#0013FF	-6.05128	146.245
Ughele	Austronesian			unknown/safe	#FF5E00	-8.45725	157.341
Ugong	Sino-Tibetan			severely endangered	#8B00FF	14.2408	100.098
Uhami	Atlantic-Congo			unknown/safe	#FF5200	7.38143	5.68537
Uighur	Turkic			unknown/safe	#FF00B0	43.67	79.75
Uirina	Arawakan			extinct	#FF3900	0.662461	-63.76648
Uisai	South Bougainville			unknown/safe	#B000FF	-6.55533	155.706
Ujir	Austronesian			definitely endangered	#FF5E00	-5.69329	134.257
Ukaan	Atlantic-Congo			unknown/safe	#FF5200	7.59722	6.03933
Ukhwejo	Atlantic-Congo			severely endangered	#FF5200	2.9095	16.267
Ukit	Austronesian			unknown/safe	#FF5E00	1.56623	114.579
Ukpe-Bayobiri	Atlantic-Congo			unknown/safe	#FF5200	6.52883	9.02603
Ukpet-Ehom	Atlantic-Congo			unknown/safe	#FF5200	5.58316	8.10047
Ukrainian	Indo-European			unknown/safe	#00FF13	48.175842	24.395786
Ukue	Atlantic-Congo			unknown/safe	#FF5200	7.41643	5.85139
Ukuriguma	Nuclear Trans New Guinea			unknown/safe	#0013FF	-4.94407	145.514
Ukwa	Atlantic-Congo			unknown/safe	#FF5200	5.59913	7.96002
Ukwuani-Aboh-Ndoni	Atlantic-Congo			unknown/safe	#FF5200	5.78892	6.48559
Ulau-Suain	Austronesian			unknown/safe	#FF5E00	-3.32876	142.845
Ulch	Tungusic			critically endangered	#FF00C3	51.8521	140.29
Ulithian	Austronesian			severely endangered	#FF5E00	9.961388	139.603611
Ullatan	Dravidian			extinct	#B7FF00	9.46719	77.0906
Ulterior-Mixe	Mixe-Zoque			unknown/safe	#0091FF	17.36	-96.05
Ulukwumi	Atlantic-Congo			unknown/safe	#FF5200	6.4974	6.59202
Ulumanda'	Austronesian			unknown/safe	#FF5E00	-3.00933	118.994
Ulwa	Misumalpan			unknown/safe	#009DFF	12.932292	-83.581467
Uma	Austronesian			unknown/safe	#FF5E00	-1.70416	119.968
Uma' Lung	Austronesian			unknown/safe	#FF5E00	3.25	116.5
Uma' Lasan	Austronesian			unknown/safe	#FF5E00	2.14141	114.205
Umanakaina	Dagan			unknown/safe	#D6FF00	-9.89671	149.658
Umatilla	Sahaptian			severely endangered	#5800FF	45.6391	-118.552
Umbindhamu	Pama-Nyungan			extinct	#1900FF	-13.921	143.328
Umbuygamu	Pama-Nyungan			extinct	#1900FF	-14.25876	143.6305
Umbundu	Atlantic-Congo			unknown/safe	#FF5200	-12.4763	14.4148
Umbu-Ungu	Nuclear Trans New Guinea			unknown/safe	#0013FF	-5.9513	143.97
Umeda	Border			unknown/safe	#FFA400	-3.34565	141.157
Ume Sami	Uralic			critically endangered	#FF0097	64.6383	18.646
Umiida-Unggarangu	Worrorran			extinct	#FF0058	-16.559333	125.00061
Umiray Dumaget Agta	Austronesian			unknown/safe	#FF5E00	14.8757	121.508
Umon	Atlantic-Congo			unknown/safe	#FF5200	5.37438	8.10335
Umotína	Bororoan			unknown/safe	#FFAA00	-15.5929	-57.4192
Umpila	Pama-Nyungan			severely endangered	#1900FF	-13.1528	143.467
Una	Nuclear Trans New Guinea			unknown/safe	#0013FF	-4.69676	140.1
Unami	Algic			extinct	#FF1300	35.0264	-98.3201
Unde Kaili	Austronesian			unknown/safe	#FF5E00	-0.85876	119.673
Uneapa	Austronesian			unknown/safe	#FF5E00	-4.89383	149.141
Uneme	Atlantic-Congo			unknown/safe	#FF5200	6.97237	6.13427
Unserdeutsch	Indo-European			extinct	#00FF13	-4.19566	152.183
Unua	Austronesian			unknown/safe	#FF5E00	-16.2638	167.599
Upper Taromi	Indo-European			definitely endangered	#00FF13	36.5998	48.7301
Upper Necaxa Totonac	Totonacan			severely endangered	#FF00D6	20.236	-97.81
Upper Sorbian	Indo-European			definitely endangered	#00FF13	51.2403	14.4098
Upper Saxon	Indo-European			unknown/safe	#00FF13	51.152	12.692
Upper Ta'oih	Austroasiatic			unknown/safe	#FF5800	16.186515	107.056135
Upper Kinabatangan	Austronesian			unknown/safe	#FF5E00	5.31911	116.901
Upper Grand Valley Dani	Nuclear Trans New Guinea			unknown/safe	#0013FF	-3.94368	138.901
Upper Tanana	Athapaskan-Eyak-Tlingit			critically endangered	#FF4C00	62.6867	-141.37
Upper Kuskokwim	Athapaskan-Eyak-Tlingit			critically endangered	#FF4C00	62.2976	-155.951
Upper Chehalis	Salishan		Tsamosan	extinct	#6500FF	46.7981	-123.169
Upper Guinea Crioulo	Indo-European		Creoles and Pidgins	unknown/safe	#00FF13	13.2335066667	-15.33254
Urak Lawoi'	Austronesian			definitely endangered	#FF5E00	7.5258	99.0768
Urali	Dravidian			extinct	#B7FF00	10.8519	76.8007
Urapmin	Nuclear Trans New Guinea			unknown/safe	#0013FF	-5.08704	141.54
Ura (Papua New Guinea)	Baining			unknown/safe	#FF7800	-4.64226	151.953
Urartian	Hurro-Urartian			extinct	#00FF00	35.0333	44.3833
Urat	Nuclear Torricelli			unknown/safe	#0019FF	-3.60065	142.79
Ura (Vanuatu)	Austronesian			unknown/safe	#FF5E00	-18.6747	169.084
Urdu	Indo-European			unknown/safe	#00FF13	25	67
Urhobo	Atlantic-Congo			unknown/safe	#FF5200	5.31155	5.86148
Urigina	Nuclear Trans New Guinea			unknown/safe	#0013FF	-5.58982	145.507
Uri	Nuclear Trans New Guinea			unknown/safe	#0013FF	-6.41993	146.608
Urimo	Nuclear Torricelli			unknown/safe	#0019FF	-3.86066	143.701
Urim	Nuclear Torricelli			unknown/safe	#0019FF	-3.58018	142.653
Uripiv-Wala-Rano-Atchin	Austronesian	Eastern Malayo-Polynesian	Oceanic	unknown/safe	#FF5E00	-16.00951	167.34643
Urningangg	Giimbiyu			extinct	#6BFF00	-13.4766	133.023
Uruava	Austronesian			extinct	#FF5E00	-6.23314	155.573
Uruangnirin	Austronesian			unknown/safe	#FF5E00	-3.45498	132.745
Urubú-Kaapor	Tupian			vulnerable	#FF00BD	-2.46455	-46.2204
Uru-Eu-Wau-Wau	Tupian			vulnerable	#FF00BD	-10.9176	-63.8086
Urum	Turkic			definitely endangered	#FF00B0	42.0379	43.994
Urumi	Tupian			extinct	#FF00BD	-9.08	-63.848
Uru-Pa-In	Unclassifiable			unknown/safe	#FF009D	-11.2946	-62.7226
Urupa	Chapacuran			extinct	#FFDC00	-10.25	-62.75
Uru	Uru-Chipaya			unknown/safe	#FF0091	-16.72547	-68.97119
Usaghade	Atlantic-Congo			unknown/safe	#FF5200	4.78581	8.53463
Usan	Nuclear Trans New Guinea			unknown/safe	#0013FF	-4.84265	145.362
Usarufa	Nuclear Trans New Guinea			unknown/safe	#0013FF	-6.38898	145.633
Ushojo	Indo-European			definitely endangered	#00FF13	35.1584	72.643
Usila Chinantec	Otomanguean		Chinantecan	unknown/safe	#0600FF	17.9184	-96.4074
Uspanteco	Mayan			vulnerable	#00AAFF	15.3648	-90.8893
Usui	Sino-Tibetan			unknown/safe	#8B00FF	23.0131	91.7879
Utarmbung	Nuclear Trans New Guinea			unknown/safe	#0013FF	-4.82756	144.924
Ute-Southern Paiute	Uto-Aztecan		Numic	critically endangered	#FF008B	40.0965	-110.305
Utu	Nuclear Trans New Guinea			unknown/safe	#0013FF	-5.16422	145.544
U	Austroasiatic			definitely endangered	#FF5800	22.6767	101.772
Uvbie	Atlantic-Congo			unknown/safe	#FF5200	5.44263	5.77303
Uya	Nuclear Trans New Guinea			severely endangered	#0013FF	-5.32246	145.47
Uzbeki Arabic	Afro-Asiatic			definitely endangered	#FF0600	40.2612	65.3864
Uzekwe	Atlantic-Congo			unknown/safe	#FF5200	6.58841	8.31399
Vaagri Booli	Indo-European			unknown/safe	#00FF13	12.215	79.5335
Vafsi	Indo-European			definitely endangered	#00FF13	34.5309	50.0013
Vaghri	Indo-European			unknown/safe	#00FF13	26.1404	68.6051
Vaghat-Ya-Bijim-Legeri	Atlantic-Congo			vulnerable	#FF5200	9.64648	9.56547
Vaghua	Austronesian			unknown/safe	#FF5E00	-6.68712	156.542
Vagla	Atlantic-Congo			unknown/safe	#FF5200	9.33848	-2.31333
Vai	Mande			unknown/safe	#00D0FF	7.05085	-11.3262
Vaiphei	Sino-Tibetan			unknown/safe	#8B00FF	24.1378	93.7195
Vale	Central Sudanic			unknown/safe	#FFD600	7.49943	18.55852
Valley Maidu	Maiduan			extinct	#00E9FF	39.8078	-121.191
Valle Nacional Chinantec	Otomanguean			definitely endangered	#0600FF	17.7964	-96.3187
Walman	Nuclear Torricelli			unknown/safe	#0019FF	-3.24963	142.499
Valpei	Austronesian			unknown/safe	#FF5E00	-14.712	166.606
Vamale	Austronesian			definitely endangered	#FF5E00	-20.7708	165.04
Vame	Afro-Asiatic			unknown/safe	#FF0600	10.9481	14.2131
Vangunu	Austronesian			unknown/safe	#FF5E00	-8.66826	157.997
Vanimo	Sko		Western Skou	unknown/safe	#9700FF	-2.68501	141.258
Vano	Austronesian			critically endangered	#FF5E00	-10.6865	165.927
Vanuma	Atlantic-Congo			unknown/safe	#FF5200	0.93847	29.81348
Vao	Austronesian			unknown/safe	#FF5E00	-15.898299	167.309973
Varhadi-Nagpuri	Indo-European			unknown/safe	#00FF13	20.7139	79.7516
Varisi	Austronesian			unknown/safe	#FF5E00	-6.83443	156.655
Varli	Indo-European			unknown/safe	#00FF13	20.5635	73.2975
Vasavi	Indo-European			unknown/safe	#00FF13	21.3624	73.8652
Northern Ju	Kxa			unknown/safe	#00FFDC	-18.2675	18.1864
Veddah	Indo-European			definitely endangered	#00FF13	6.97396	81.2618
Vehes	Austronesian			severely endangered	#FF5E00	-6.92151	146.895
Veluws	Indo-European			vulnerable	#00FF13	52.2702	5.94408
Vemgo-Mabas	Afro-Asiatic			unknown/safe	#FF0600	10.8301	13.6633
Venda	Atlantic-Congo			unknown/safe	#FF5200	-22.188	29.9523
Venetian	Indo-European			vulnerable	#00FF13	45.503581	12.214167
Vengo	Atlantic-Congo	Benue-Congo	Bantoid	unknown/safe	#FF5200	6.11403	10.4137
Ventureño	Chumashan			extinct	#E9FF00	34.1761	-119.035
Veps	Uralic			severely endangered	#FF0097	60.3353	34.7865
Vera'a	Austronesian			unknown/safe	#FF5E00	-13.8096	167.475
Vidunda	Atlantic-Congo			vulnerable	#FF5200	-7.52674	36.9316
Viemo	Atlantic-Congo			unknown/safe	#FF5200	10.8429	-3.84128
Vietnamese	Austroasiatic			unknown/safe	#FF5800	20.681188	105.774071
Vili	Atlantic-Congo			unknown/safe	#FF5200	-4.06716	11.3804
Villa Viciosa Agta	Unattested			extinct	#FF00A4	17.471	120.638
Vincentian Creole English	Indo-European			unknown/safe	#00FF13	13.2436	-61.1963
Neve'ei	Austronesian			unknown/safe	#FF5E00	-16.2253	167.427
Vinza	Atlantic-Congo			unknown/safe	#FF5200	-4.99312	30.5699
Virgin Islands Creole English	Indo-European			unknown/safe	#00FF13	18.04715	-63.07851
Vishavan	Dravidian			unknown/safe	#B7FF00	10.1751	76.7593
Vivti	Austronesian			unknown/safe	#FF5E00	-16.28	167.5
Vlaams	Indo-European			vulnerable	#00FF13	51.0754	3.11345
Vlax Romani	Indo-European			definitely endangered	#00FF13	46.8191	14.8451
Vono	Unattested			unknown/safe	#FF00A4	10.4357	8.20774
Voro	Atlantic-Congo			unknown/safe	#FF5200	9.78323	12.0719
Votic	Uralic			critically endangered	#FF0097	59.3802	28.6235
Vumbu	Atlantic-Congo			definitely endangered	#FF5200	-2.17673	10.6498
Vunapu	Austronesian			unknown/safe	#FF5E00	-14.8477	166.691
Vunjo	Atlantic-Congo			unknown/safe	#FF5200	-3.42531	37.5847
Vurës	Austronesian			critically endangered	#FF5E00	-13.8746	167.516
Vute	Atlantic-Congo			unknown/safe	#FF5200	6.13603	11.8839
Vwanji	Atlantic-Congo			unknown/safe	#FF5200	-9.00683	34.0757
Waamwang	Austronesian			extinct	#FF5E00	-20.5014	164.409
Waama	Atlantic-Congo			unknown/safe	#FF5200	10.5956	1.65318
Waata	Afro-Asiatic			unknown/safe	#FF0600	0.55656	37.8568
Wab	Austronesian			vulnerable	#FF5E00	-5.61216	146.461
Wabo	Austronesian			unknown/safe	#FF5E00	-1.77297	136.757
Waboda	Kiwaian			unknown/safe	#00FF97	-8.41651	143.501
Waci Gbe	Atlantic-Congo			unknown/safe	#FF5200	6.45571	1.69303
Wadaginam	Nuclear Trans New Guinea			unknown/safe	#0013FF	-4.52754	144.972
Waddar	Dravidian			unknown/safe	#B7FF00	19.8838	77.1673
Wadiyara Koli	Indo-European			unknown/safe	#00FF13	26.0713	72.1312
Wadjigu	Pama-Nyungan			extinct	#1900FF	-23.8029	147.421
Wa'ema	Austronesian			unknown/safe	#FF5E00	-10.2897	150.398
Kolor	Austronesian			unknown/safe	#FF5E00	-8.74889	120.793
Waffa	Nuclear Trans New Guinea			unknown/safe	#0013FF	-6.55783	146.09
Wagaya	Pama-Nyungan			extinct	#1900FF	-20.329	137.623
Wagawaga	Austronesian			unknown/safe	#FF5E00	-10.41792	150.37814
Wagdi	Indo-European			unknown/safe	#00FF13	23.6888	73.9022
Wagi (Papua New Guinea)	Nuclear Trans New Guinea			unknown/safe	#0013FF	-5.17834	145.726
Wagu	Sepik			unknown/safe	#7800FF	-4.380424	142.726795
Eastern Lowland Kenyah	Austronesian			unknown/safe	#FF5E00	1.56635	116.655
Waigali	Indo-European			definitely endangered	#00FF13	35.0358	70.9761
