Language_name	Family_name	subfamily_name	genus_name	status	dot_color	label_color	latitude	longitude
Kia River Awyu	Nuclear Trans New Guinea			unknown/safe	#A9A9A9	#A9A9A9	-6.79732	140.104
Inku	Indo-European			unknown/safe	#A9A9A9	#A9A9A9	36.001755	68.611035
Jakun	Austronesian			definitely endangered	#EDED21	#EDED21	2.64582	103.342
Jalapa De DÃ_az Mazatec	Otomanguean			vulnerable	#CBCB65	#CBCB65	18.0803	-96.4977
Jalkunan	Mande			unknown/safe	#A9A9A9	#A9A9A9	10.5426	-5.21959
Jamaican Country Sign Language	Sign Language			unknown/safe	#A9A9A9	#A9A9A9	17.9997	-76.9321
JamamadÃ_	Arawan		Arauan	vulnerable	#CBCB65	#CBCB65	-7.62223	-66.5662
Jamaican Creole English	Indo-European		Creoles and Pidgins	unknown/safe	#A9A9A9	#A9A9A9	18.13	-77.2612
Jambi Malay	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-2.6469	103.13
Jamiltepec Mixtec	Otomanguean		Mixtecan	unknown/safe	#A9A9A9	#A9A9A9	16.2279	-97.8417
Jamsay Dogon	Dogon		Dogon	unknown/safe	#A9A9A9	#A9A9A9	14.1794	-2.57999
Jamtska	Indo-European			unknown/safe	#A9A9A9	#A9A9A9	63	14.67
Jan-Awei	Atlantic-Congo			extinct	#FF0000	#FF0000	9.661135	11.384125
Jandavra	Indo-European			unknown/safe	#A9A9A9	#A9A9A9	25.617	69.76
Jangshung	Sino-Tibetan			definitely endangered	#EDED21	#EDED21	31.5666	78.4344
Jangkang	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	0.29738	110.647
Janji	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	10.1197	8.63029
Japanese Sign Language	Sign Language			unknown/safe	#A9A9A9	#A9A9A9	36.0221	139.079
Japhug	Sino-Tibetan			unknown/safe	#A9A9A9	#A9A9A9	32.1	102.36
JaprerÃ_a	Cariban		Cariban	vulnerable	#CBCB65	#CBCB65	10.5523	-72.7101
Jaqaru	Aymaran		Aymaran	severely endangered	#FFCB00	#FFCB00	-12.8823	-75.8958
Jarawa (India)	Jarawa-Onge			unknown/safe	#A9A9A9	#A9A9A9	11.6089	92.658
Jarawa (Nigeria)	Atlantic-Congo	Benue-Congo	Bantoid	unknown/safe	#A9A9A9	#A9A9A9	9.8	9.61
Jarai	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	13.6161	107.813
Jara	Afro-Asiatic			unknown/safe	#A9A9A9	#A9A9A9	10.5232	11.7036
Jaru	Pama-Nyungan			unknown/safe	#A9A9A9	#A9A9A9	-18.3288	128.262
Jauja Wanca Quechua	Quechuan			severely endangered	#FFCB00	#FFCB00	-11.6747	-75.2786
Jaunsari	Indo-European			definitely endangered	#EDED21	#EDED21	30.5587	77.9084
Javanese	Austronesian		Javanese	unknown/safe	#A9A9A9	#A9A9A9	-0.572307	110.885
Jawe	Austronesian			vulnerable	#CBCB65	#CBCB65	-20.6648	164.676
Jaya	Central Sudanic			severely endangered	#FFCB00	#FFCB00	12.3707	17.9415
Jebero	Cahuapanan		Cahuapanan	critically endangered	#FF6500	#FF6500	-5.40317	-76.4103
Jehai	Austroasiatic	Mon-Khmer	Aslian	critically endangered	#FF6500	#FF6500	5.63695	101.541
Jeh	Austroasiatic	Mon-Khmer	Bahnaric	unknown/safe	#A9A9A9	#A9A9A9	15.2351	107.753
Towa	Kiowa-Tanoan		Kiowa-Tanoan	vulnerable	#CBCB65	#CBCB65	35.5994	-106.766
Jenaama Bozo	Mande			unknown/safe	#A9A9A9	#A9A9A9	15.5	-4
Jennu Kurumba	Dravidian			unknown/safe	#A9A9A9	#A9A9A9	11.5041	76.5767
Jere	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	10.1962	8.95834
Jeli	Mande			severely endangered	#FFCB00	#FFCB00	9.3957	-5.66717
Jerung	Sino-Tibetan			vulnerable	#CBCB65	#CBCB65	27.1741	86.2547
Jesuit-Maynas	Cahuapanan			extinct	#FF0000	#FF0000	-4.444587	-76.577683
Jewish Babylonian Aramaic (ca. 200-1200 CE)	Afro-Asiatic			extinct	#FF0000	#FF0000	32.273	44.245
Jiamao	Tai-Kadai			unknown/safe	#A9A9A9	#A9A9A9	18.5548	109.854
Jiba	Atlantic-Congo			severely endangered	#FFCB00	#FFCB00	9.26508	11.5099
Jibu	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	7.49214	11.3086
Jicarilla Apache	Athapaskan-Eyak-Tlingit		Athapaskan	severely endangered	#FFCB00	#FFCB00	36.8079	-107.007
Jiiddu	Afro-Asiatic			unknown/safe	#A9A9A9	#A9A9A9	1.84353	44.1294
Jilbe	Afro-Asiatic			critically endangered	#FF6500	#FF6500	11.7992	14.5794
Jilim	Nuclear Trans New Guinea			unknown/safe	#A9A9A9	#A9A9A9	-5.56611	145.706
Jimi (Cameroon)	Afro-Asiatic			unknown/safe	#A9A9A9	#A9A9A9	10.251	13.5258
Jimi (Nigeria)	Afro-Asiatic			unknown/safe	#A9A9A9	#A9A9A9	10.7299	9.8118
Jina	Afro-Asiatic			unknown/safe	#A9A9A9	#A9A9A9	11.3555	14.9611
Jinyu Chinese	Sino-Tibetan			unknown/safe	#A9A9A9	#A9A9A9	38.8284	111.278
Jiongnai Bunu	Hmong-Mien			definitely endangered	#EDED21	#EDED21	23.8692	110.007
Jirajaran				extinct	#FF0000	#FF0000	7.266666667	-68.4
Jirel	Sino-Tibetan			definitely endangered	#EDED21	#EDED21	27.6931	86.3201
Jiru	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	8.64125	10.5872
Jita	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	-1.62681	33.9141
Jitotolteco	Mixe-Zoque			unknown/safe	#A9A9A9	#A9A9A9	17.054524	-92.858395
Jju	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	9.83116	7.97167
Joaquiniano	Arawakan			extinct	#FF0000	#FF0000	-13.4	-64.67
Joba	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	-3.45787	28.9978
Jola-Esulalu	Atlantic-Congo	Atlantic	Northern Atlantic	vulnerable	#CBCB65	#CBCB65	12.5089	-16.5539
Jola-Fonyi	Atlantic-Congo	Atlantic	Northern Atlantic	unknown/safe	#A9A9A9	#A9A9A9	12.75752	-15.73547667
Jonkor Bourmataguil	Afro-Asiatic			severely endangered	#FFCB00	#FFCB00	11.5034	19.0954
JorÃ¡	Tupian			extinct	#FF0000	#FF0000	-15.7492	-63.2094
Levantine Arabic Sign Language	Sign Language			unknown/safe	#A9A9A9	#A9A9A9	31.8202	36.0829
Jorto	Bookkeeping			unknown/safe	#A9A9A9	#A9A9A9	8.93055	9.42486
Jova	Uto-Aztecan			extinct	#FF0000	#FF0000	28.5	-109
Jowulu	Mande			unknown/safe	#A9A9A9	#A9A9A9	10.7691	-5.47873
Juang	Austroasiatic		Munda	definitely endangered	#EDED21	#EDED21	21.2606	85.5845
Judeo-Italian	Indo-European			unknown/safe	#A9A9A9	#A9A9A9	43.1284	11.4723
Judeo-Tat	Indo-European			definitely endangered	#EDED21	#EDED21	42.068306	48.264749
Judeo-Persian	Indo-European			definitely endangered	#EDED21	#EDED21	31.45071	43.57147
Judeo-Georgian	Kartvelian			unknown/safe	#A9A9A9	#A9A9A9	31.5	34.75
Judeo-Berber	Bookkeeping			severely endangered	#FFCB00	#FFCB00	32.5593	34.9748
Judeo-Tunisian Arabic	Afro-Asiatic			severely endangered	#FFCB00	#FFCB00	31.75	35.25
Judeo-Tripolitanian Arabic	Afro-Asiatic			unknown/safe	#A9A9A9	#A9A9A9	31.9567	34.7422
Judeo-Moroccan Arabic	Afro-Asiatic			definitely endangered	#EDED21	#EDED21	33.5	-7.5
Judeo-Iraqi Arabic	Afro-Asiatic			unknown/safe	#A9A9A9	#A9A9A9	31.5339	41.2595
Judeo-Yemeni Arabic	Afro-Asiatic			unknown/safe	#A9A9A9	#A9A9A9	15	45
South-Eastern Ju	Kxa		Ju-Kung	unknown/safe	#A9A9A9	#A9A9A9	-19.688	20.7673
Jukun Takum	Atlantic-Congo	Benue-Congo	Platoid	unknown/safe	#A9A9A9	#A9A9A9	7.20236	10.2576
JÃºma	Tupian		Tupi-GuaranÃ_	critically endangered	#FF6500	#FF6500	-7.27501	-64.0998
Jumana	Arawakan			extinct	#FF0000	#FF0000	-1.77291	-69.195557
Jumjum	Nilotic			unknown/safe	#A9A9A9	#A9A9A9	10.4349	33.7494
Jumli	Indo-European			unknown/safe	#A9A9A9	#A9A9A9	29.1708	82.437
Jungle Inga	Quechuan			severely endangered	#FFCB00	#FFCB00	0.88872	-76.6593
Jupua	Tucanoan			extinct	#FF0000	#FF0000	0.24829	-72.139893
Juquila Mixe	Mixe-Zoque			unknown/safe	#A9A9A9	#A9A9A9	16.8912	-95.8484
Juray	Austroasiatic			unknown/safe	#A9A9A9	#A9A9A9	19.091	84.1204
Jurchen	Tungusic		Tungusic	extinct	#FF0000	#FF0000	44.412626	126.866803
Juri	Ticuna-Yuri			extinct	#FF0000	#FF0000	-1.358881	-69.984741
Jur Modo	Central Sudanic		Bongo-Bagirmi	unknown/safe	#A9A9A9	#A9A9A9	6.03321	29.974
JurÃºna	Tupian		Tupi-GuaranÃ_	vulnerable	#CBCB65	#CBCB65	-10.9354	-53.3472
Jutish	Indo-European			definitely endangered	#EDED21	#EDED21	54.911	9.38924
Ju	Afro-Asiatic			unknown/safe	#A9A9A9	#A9A9A9	10.1845	9.81175
Juwal	Nuclear Torricelli			unknown/safe	#A9A9A9	#A9A9A9	-3.78596	143.681
Juxtlahuaca Mixtec	Otomanguean			unknown/safe	#A9A9A9	#A9A9A9	17.3518	-98.0146
Jwira-Pepesa	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	5.10752	-2.10891
Kaamba	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	-4.0409	13.284
Kaansa	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	10.1675	-3.70994
Kaan	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	9.70781	12.1508
Kabatei	Indo-European		Iranian	definitely endangered	#EDED21	#EDED21	37.0529	49.7603
Kabardian	Abkhaz-Adyge		Northwest Caucasian	vulnerable	#CBCB65	#CBCB65	43.5082	43.3918
Kaba	Central Sudanic			unknown/safe	#A9A9A9	#A9A9A9	7.64972	16.7344
Kabalai	Afro-Asiatic			unknown/safe	#A9A9A9	#A9A9A9	9.38373	16.2821
Kabikabi	Pama-Nyungan			extinct	#FF0000	#FF0000	-25.44486229	153.1539929
KabiyÃ©	Atlantic-Congo		Gur	unknown/safe	#A9A9A9	#A9A9A9	8.96816	0.495023
KabixÃ_	Bookkeeping			extinct	#FF0000	#FF0000	-14.2403	-58.9931
Kabola	Timor-Alor-Pantar			unknown/safe	#A9A9A9	#A9A9A9	-8.17316	124.539
Kabore One	Nuclear Torricelli			unknown/safe	#A9A9A9	#A9A9A9	-3.32403	141.88
Kabras	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	0.29	34.83
Kaburi	South Bird's Head Family			unknown/safe	#A9A9A9	#A9A9A9	-1.92547	132.528
Kabutra	Indo-European			unknown/safe	#A9A9A9	#A9A9A9	25.292	69.691
Kabuverdianu	Indo-European			unknown/safe	#A9A9A9	#A9A9A9	15.0586	-23.6148
Kabwa	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	-1.7124	34.3923
Kabwari	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	-4.36966	29.1684
Kabyle	Afro-Asiatic		Berber	unknown/safe	#A9A9A9	#A9A9A9	36.4103	4.76137
Kachi Koli	Indo-European			unknown/safe	#A9A9A9	#A9A9A9	24.2966	69.1901
Kachchi	Indo-European			unknown/safe	#A9A9A9	#A9A9A9	23.83	69
Kachari	Sino-Tibetan	Tibeto-Burman	Bodo-Garo	definitely endangered	#EDED21	#EDED21	26.6882	92.317
Jinghpaw	Sino-Tibetan	Tibeto-Burman	Jingpho	unknown/safe	#A9A9A9	#A9A9A9	25.4634	97.3278
Kachama-Ganjule	Ta-Ne-Omotic			definitely endangered	#EDED21	#EDED21	6.3971	37.9291
Kacipo-Balesi	Surmic		Surmic	unknown/safe	#A9A9A9	#A9A9A9	6.16512	34.9436
Kaco'	Austroasiatic			definitely endangered	#EDED21	#EDED21	13.8274	107.257
Kadar	Dravidian			unknown/safe	#A9A9A9	#A9A9A9	11.0602	76.7285
Kadaru	Nubian			definitely endangered	#EDED21	#EDED21	12.1554	30.2709
Kadara	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	9.99696	7.45933
Kadai	Austronesian			definitely endangered	#EDED21	#EDED21	-1.74547	125.142
KadiwÃ©u	Guaicuruan			definitely endangered	#EDED21	#EDED21	-19.7222	-57.582
Kado	Sino-Tibetan			severely endangered	#FFCB00	#FFCB00	21.5259	100.092
Kaduo	Sino-Tibetan			unknown/safe	#A9A9A9	#A9A9A9	22.2996	101.74
Kafa	Ta-Ne-Omotic	Omotic	South Omotic	unknown/safe	#A9A9A9	#A9A9A9	7.34022	36.1718
Kafoa	Timor-Alor-Pantar			unknown/safe	#A9A9A9	#A9A9A9	-8.36572	124.446
Kagate	Sino-Tibetan			definitely endangered	#EDED21	#EDED21	27.4492	86.1675
Kagan Kalagan	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	7.10698	125.61
Kagayanen	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	10.4656	119.872
Ut-Main	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	11.5319	4.8387
Kagoma	Atlantic-Congo	Benue-Congo	Platoid	unknown/safe	#A9A9A9	#A9A9A9	9.22607	8.18694
Kagoro	Mande			unknown/safe	#A9A9A9	#A9A9A9	14.0546	-9.96404
Kagulu	Atlantic-Congo	Benue-Congo	Bantoid	unknown/safe	#A9A9A9	#A9A9A9	-6.38204	37.0534
Kahe	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	-3.51412	37.5759
Kahua	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-10.6963	162.191
Kaian	Lower Sepik-Ramu		Lower Ramu	unknown/safe	#A9A9A9	#A9A9A9	-4.06543	144.756
Kaibobo	Austronesian			definitely endangered	#EDED21	#EDED21	-3.1603	128.211
Kaidipang	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	0.85641	123.217
Kaiep	Austronesian			vulnerable	#CBCB65	#CBCB65	-3.70524	143.884
Kaikadi	Dravidian			unknown/safe	#A9A9A9	#A9A9A9	18.3859	76.0003
Kaike	Sino-Tibetan			definitely endangered	#EDED21	#EDED21	28.853	83.1384
Kaiku	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	0.75068	28.7394
KaimbÃ©	Unclassifiable			extinct	#FF0000	#FF0000	-13	-42
Kaimbulawa	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-5.65447	122.538
Kaingang	Nuclear-Macro-Je		Ge-Kaingang	definitely endangered	#EDED21	#EDED21	-27.7671	-52.5394
Kairiru	Austronesian	Eastern Malayo-Polynesian	Oceanic	unknown/safe	#A9A9A9	#A9A9A9	-3.34608	143.558
Kairui-Midiki	Austronesian			vulnerable	#CBCB65	#CBCB65	-8.74034	126.059
Kairak	Baining			unknown/safe	#A9A9A9	#A9A9A9	-4.46941	151.98
Kais	South Bird's Head Family			unknown/safe	#A9A9A9	#A9A9A9	-1.78077	132.312
Kaishana	Arawakan			extinct	#FF0000	#FF0000	-1.656507	-67.419434
Kaivi	Unattested			unknown/safe	#A9A9A9	#A9A9A9	10.4328	8.10795
KaiwÃ¡	Tupian		Tupi-GuaranÃ_	vulnerable	#CBCB65	#CBCB65	-24.589	-54.6815
Kaiy	Lakes Plain			vulnerable	#CBCB65	#CBCB65	-2.94448	138.161
Kajali	Indo-European			definitely endangered	#EDED21	#EDED21	35.8989	53.4785
Kajaman-Sekapan	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	2.78613	113.886
Kajakse	Afro-Asiatic			unknown/safe	#A9A9A9	#A9A9A9	12.2492	20.879
Kajkavian	Indo-European			unknown/safe	#A9A9A9	#A9A9A9	45.649748	16.134109
Kakanda	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	8.33931	6.55923
Kakabe	Mande			unknown/safe	#A9A9A9	#A9A9A9	10.5962	-11.4418
Kakabai	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-10.2976	150.027
Kakauhua	Bookkeeping			extinct	#FF0000	#FF0000	-39.0488	-72.3228
Kakihum	Bookkeeping			unknown/safe	#A9A9A9	#A9A9A9	10.8119	5.58853
Kaki Ae			Tate	vulnerable	#CBCB65	#CBCB65	-7.9946	145.816
Kako	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	3.79989	15.6282
Kakwa	Nilotic			unknown/safe	#A9A9A9	#A9A9A9	3.65233	30.7762
Kalabra	West Bird's Head			unknown/safe	#A9A9A9	#A9A9A9	-1.43074	131.617
Kalasha	Indo-European		Indic	severely endangered	#FFCB00	#FFCB00	35.6415	71.6657
Kalami	Indo-European		Indic	definitely endangered	#EDED21	#EDED21	35.5303	72.5738
Kalaktang Monpa	Sino-Tibetan			unknown/safe	#A9A9A9	#A9A9A9	27.073067	92.142965
Kala Lagaw Ya	Pama-Nyungan			definitely endangered	#EDED21	#EDED21	-10.6748	142.196
Kalarko	Pama-Nyungan			extinct	#FF0000	#FF0000	-31.7154	118.911
Kalabari	Ijoid			unknown/safe	#A9A9A9	#A9A9A9	4.53194	6.69539
KalamsÃ©	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	13.6106	-3.10033
Kalanga	Atlantic-Congo	Benue-Congo	Bantoid	unknown/safe	#A9A9A9	#A9A9A9	-21.2887	27.401
Kalagan	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	6.8126	125.328
Kalabakan	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	4.53605	117.317
Kalao	Austronesian			definitely endangered	#EDED21	#EDED21	-7.31213	120.995
Kalam	Nuclear Trans New Guinea		Madang	unknown/safe	#A9A9A9	#A9A9A9	-5.25216	144.585
Kalaallisut	Eskimo-Aleut		Eskimo	definitely endangered	#EDED21	#EDED21	69.3761	-52.864
Central Kalapuya	Kalapuyan		Kalapuyan	extinct	#FF0000	#FF0000	44.9861	-123.925
Kalispel-Pend d'Oreille	Salishan		Interior Salish	critically endangered	#FF6500	#FF6500	47.5825	-114.19
Kalkoti	Indo-European			definitely endangered	#EDED21	#EDED21	35.3651	72.0533
Kalkutung	Pama-Nyungan			extinct	#FF0000	#FF0000	-21	139.5
Kalmyk	Mongolic		Mongolic	definitely endangered	#EDED21	#EDED21	46.566667	45.316667
Kalo Finnish Romani	Indo-European			definitely endangered	#EDED21	#EDED21	60.45	24.43
Kalou	Sepik			unknown/safe	#A9A9A9	#A9A9A9	-3.93985	142.217
Kalumpang	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-2.33388	119.474
Kaluli	Bosavi		Bosavi	unknown/safe	#A9A9A9	#A9A9A9	-6.45932	142.788
Kamar	Indo-European			unknown/safe	#A9A9A9	#A9A9A9	20.5342	81.9101
Kamas-Koibal	Uralic		Samoyedic	extinct	#FF0000	#FF0000	55.07	94.83
Kamara	Atlantic-Congo			definitely endangered	#EDED21	#EDED21	8.93891	-2.34944
Kamantan	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	9.85455	7.7119
Kamasa	Angan			critically endangered	#FF6500	#FF6500	-6.97411	146.20797
Kamarian	Austronesian			extinct	#FF0000	#FF0000	-3.40779	128.526
Kamayo	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	8.10796	126.314
Kamaru	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-5.15696	123.045
Kamang	Timor-Alor-Pantar			unknown/safe	#A9A9A9	#A9A9A9	-8.26897	124.792
Kamasau	Nuclear Torricelli		Marienberg	unknown/safe	#A9A9A9	#A9A9A9	-3.8503	143.842
Kamano	Nuclear Trans New Guinea		Eastern Highlands	unknown/safe	#A9A9A9	#A9A9A9	-6.25829	145.728
Kamakan	Kamakanan			extinct	#FF0000	#FF0000	-13.0678	-40.3434
KamayurÃ¡	Tupian		Tupi-GuaranÃ_	vulnerable	#CBCB65	#CBCB65	-12.2661	-53.4651
KambiwÃ¡	Unclassifiable			extinct	#FF0000	#FF0000	-8.16666	-37.5
Kamba (Brazil)	Bookkeeping			extinct	#FF0000	#FF0000	-18.8333	-57.3333
Kamba (Kenya)	Atlantic-Congo	Benue-Congo	Bantoid	unknown/safe	#A9A9A9	#A9A9A9	-1.60827	37.9532
Kambera	Austronesian		Central Malayo-Polynesian	unknown/safe	#A9A9A9	#A9A9A9	-9.88447	120.235
Kamberau	Nuclear Trans New Guinea			unknown/safe	#A9A9A9	#A9A9A9	-3.53189	133.518
Kambaira	Nuclear Trans New Guinea			unknown/safe	#A9A9A9	#A9A9A9	-6.26656	146.083
Kambaata	Afro-Asiatic			unknown/safe	#A9A9A9	#A9A9A9	7.37582	37.9088
Kami (Tanzania)	Atlantic-Congo	Benue-Congo	Bantoid	severely endangered	#FFCB00	#FFCB00	-6.71075	37.98
Kami (Nigeria)	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	8.57444	6.66088
Kam	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	8.04357	10.88653
Kamo	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	10.0602	11.2712
Kamoro	Nuclear Trans New Guinea		Asmat-Kamoro	unknown/safe	#A9A9A9	#A9A9A9	-4.30433	135.883
Kamona Bijogo	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	11.525	-16.29
Kamu	Eastern Daly			extinct	#FF0000	#FF0000	-13.5393	131.098
Kamula				unknown/safe	#A9A9A9	#A9A9A9	-7.28798	142.639
Kamviri	Indo-European			definitely endangered	#EDED21	#EDED21	30	70
Kamwe	Afro-Asiatic			unknown/safe	#A9A9A9	#A9A9A9	10.646	13.5136
Kanauji	Indo-European			unknown/safe	#A9A9A9	#A9A9A9	27.1074	79.2883
Kanashi	Sino-Tibetan	Tibeto-Burman	Bodic	definitely endangered	#EDED21	#EDED21	32.2843	77.1553
Kanakanavu	Austronesian			critically endangered	#FF6500	#FF6500	23.3235	120.887
Kanasi	Dagan			unknown/safe	#A9A9A9	#A9A9A9	-10.1658	149.751
KatukÃ_na-KanamarÃ_	Katukinan		Katukinan	vulnerable	#CBCB65	#CBCB65	-6.45399	-68.7678
Kande	Atlantic-Congo			severely endangered	#FFCB00	#FFCB00	-0.00776	11.7076
Kandas	Austronesian			vulnerable	#CBCB65	#CBCB65	-4.3652	152.781
Kandawo	Nuclear Trans New Guinea			unknown/safe	#A9A9A9	#A9A9A9	-5.73674	144.966
Kanembu	Saharan	Saharan	Western Saharan	unknown/safe	#A9A9A9	#A9A9A9	13.8749	14.8437
Kangri	Indo-European			definitely endangered	#EDED21	#EDED21	31.915	76.366
Kangjia	Mongolic			severely endangered	#FFCB00	#FFCB00	35.043	101.254
Kang	Bookkeeping			unknown/safe	#A9A9A9	#A9A9A9	22.4373	100.671
Kango (Tshopo District)	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	1.59855	27.0186
Kango (Bas-UÃ©lÃ© District)	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	3.47633	24.8202
Kanga	Kadugli-Krongo			severely endangered	#FFCB00	#FFCB00	11.0174	29.3463
Kangean	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-7.98335	112.968
Kanggape	Lower Sepik-Ramu			unknown/safe	#A9A9A9	#A9A9A9	-4.4153	144.816
Kanikkaran	Dravidian			unknown/safe	#A9A9A9	#A9A9A9	8.44163	77.2465
Kaningdon-Nindem	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	9.525	8.37644
Kaningi	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	-1.71316	13.6111
Kaninuwa	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-9.23148	150.253
Kaniet	Austronesian			extinct	#FF0000	#FF0000	-1.51777	145.086
Kaniet-Dempwolff	Austronesian			extinct	#FF0000	#FF0000	-0.892611	145.543794
Kaningra	Sepik			vulnerable	#CBCB65	#CBCB65	-4.49681	143.192
Kanite	Nuclear Trans New Guinea			unknown/safe	#A9A9A9	#A9A9A9	-6.38841	145.556
Kanjari	Indo-European			unknown/safe	#A9A9A9	#A9A9A9	25.6999	74.7355
Kanju	Pama-Nyungan			unknown/safe	#A9A9A9	#A9A9A9	-13.3243	142.893
Kankanaey	Austronesian		Northern Luzon	unknown/safe	#A9A9A9	#A9A9A9	16.8548	120.689
Kankuamo	Chibchan			extinct	#FF0000	#FF0000	10.750207	-73.357544
"Kurumba, Kannada"	Bookkeeping			critically endangered	#FF6500	#FF6500	11.3824	76.5256
Kanowit-Tanjong Melanau	Austronesian			severely endangered	#FFCB00	#FFCB00	2.03781	112.383
KanoÃª				critically endangered	#FF6500	#FF6500	-12.1789	-64.5812
Kansa	Siouan			extinct	#FF0000	#FF0000	36.8044	-96.8571
Kantosi	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	10.9703	-1.92807
Kanufi	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	9.55	8.6
Kanu	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	-1.82559	28.1017
Kanyok	Atlantic-Congo	Benue-Congo	Bantoid	unknown/safe	#A9A9A9	#A9A9A9	-7.31878	23.613
Kaonde	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	-12.4129	25.7646
Kao	North Halmahera			definitely endangered	#EDED21	#EDED21	1.16654	127.847
KapinawÃ¡	Unclassifiable			extinct	#FF0000	#FF0000	-8.49999	-38.3333
Kapingamarangi	Austronesian	Eastern Malayo-Polynesian	Oceanic	severely endangered	#FFCB00	#FFCB00	1.039166	154.797223
Kapin	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-7.05732	146.529
Kapori				critically endangered	#FF6500	#FF6500	-3.52696	139.766
Kap	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-3.28761	142.659
Kapriman	Sepik			unknown/safe	#A9A9A9	#A9A9A9	-4.51011	143.241
Kaptiau	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-2.388426	139.795818
Kapya	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	7.03256	10.0979
Kaqchikel	Mayan			unknown/safe	#A9A9A9	#A9A9A9	14.4662	-90.9881
Karankawa				extinct	#FF0000	#FF0000	28.9082	-96.4856
Karagas	Turkic			critically endangered	#FF6500	#FF6500	53.7145	98.3792
Karaim	Turkic		Turkic	unknown/safe	#A9A9A9	#A9A9A9	54.5534	25.1054
Karachay-Balkar	Turkic		Turkic	vulnerable	#CBCB65	#CBCB65	43.565	42.2606
Kara-Kalpak	Turkic		Turkic	unknown/safe	#A9A9A9	#A9A9A9	39.98	63.3223
Karata	Nakh-Daghestanian	Daghestanian	Avar-Andic-Tsezic	definitely endangered	#EDED21	#EDED21	42.6501	46.3151
Karahawyana	Unattested			unknown/safe	#A9A9A9	#A9A9A9	-1.29991	-57.8716
Karadjeri	Pama-Nyungan			critically endangered	#FF6500	#FF6500	-18.6771	122.334
Karang	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	8.01727	15.2114
Kara (Tanzania)	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	-1.83511	33.0488
Kara (Central African Republic)	Central Sudanic		Bongo-Bagirmi	unknown/safe	#A9A9A9	#A9A9A9	9.99526	22.9947
