Language_name	Family_name	subfamily_name	genus_name	status	dot_color	label_color	latitude	longitude
South Central Dinka	Nilotic			unknown/safe	#A9A9A9	#A9A9A9	6.7307	30.3021
Southeastern Dinka	Nilotic			unknown/safe	#A9A9A9	#A9A9A9	7.02206	31.285
Southern Bobo MadarÃ©	Mande			unknown/safe	#A9A9A9	#A9A9A9	11.5409	-4.26497
Southern Samo	Mande			unknown/safe	#A9A9A9	#A9A9A9	12.713	-2.9052
South Efate	Austronesian	Eastern Malayo-Polynesian	Oceanic	unknown/safe	#A9A9A9	#A9A9A9	-17.7006	168.377
Nahavaq	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-16.5116	167.477
Southeast Ambrym	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-16.2975	168.211
South Marquesan	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-9.75663	-138.979
Southwest Tanna	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-19.57953	169.35603
South Watut	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-7.03751	146.409
Southeast Babar	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-7.94359	129.8
South Wemale	Bookkeeping			unknown/safe	#A9A9A9	#A9A9A9	-3.29102	128.547
South Nuaulu	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-3.23411	129.148
South Lembata	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-8.49783	123.531
Southern Alta	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	15.1841	121.054
Bangad	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	17.2936	121.068
Coastal-Virac Bikol	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	13.6989	124.29
Southwest Palawano	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	8.67624	117.36
Southern Sama	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	4.755836	119.483887
Southern One	Nuclear Torricelli			unknown/safe	#A9A9A9	#A9A9A9	-3.41913	141.852
South Muyu	Nuclear Trans New Guinea			unknown/safe	#A9A9A9	#A9A9A9	-6.01385	140.815
South Awyu	Nuclear Trans New Guinea			unknown/safe	#A9A9A9	#A9A9A9	-7.36301	139.538
South Tairora	Nuclear Trans New Guinea			unknown/safe	#A9A9A9	#A9A9A9	-6.35337	145.883
Southern Kiwai	Kiwaian			unknown/safe	#A9A9A9	#A9A9A9	-8.64889	143.244
Southern Amami-Oshima	Japonic			definitely endangered	#EDED21	#EDED21	28.1955	129.285
Southern Haida	Haida			critically endangered	#FF6500	#FF6500	53.2616	-132.008
Southern Tutchone	Athapaskan-Eyak-Tlingit			critically endangered	#FF6500	#FF6500	60.7823	-136.573
Southern Carrier	Athapaskan-Eyak-Tlingit			severely endangered	#FFCB00	#FFCB00	53.1763	-124.452
South Slavey	Athapaskan-Eyak-Tlingit			definitely endangered	#EDED21	#EDED21	59.8794	-117.047
Southern Tiwa	Kiowa-Tanoan			definitely endangered	#EDED21	#EDED21	34.7873	-106.661
Southern Puget Sound Salish	Salishan			unknown/safe	#A9A9A9	#A9A9A9	47.263	-122.141
Southwestern Tarahumara	Uto-Aztecan			unknown/safe	#A9A9A9	#A9A9A9	27.0314	-107.578
Southeastern Tarahumara	Uto-Aztecan			vulnerable	#CBCB65	#CBCB65	26.7282	-106.706
Southeastern Tepehuan	Uto-Aztecan			unknown/safe	#A9A9A9	#A9A9A9	23.1584	-103.983
Southwestern Tepehuan	Uto-Aztecan			vulnerable	#CBCB65	#CBCB65	23.2553	-104.688
Southern East Cree	Algic			vulnerable	#CBCB65	#CBCB65	51.4078	-78.6971
Southeastern Pomo	Pomoan		Pomoan	unknown/safe	#A9A9A9	#A9A9A9	38.9354	-122.599
Southern Pomo	Pomoan			extinct	#FF0000	#FF0000	38.7643	-122.545
Southern Sierra Miwok	Miwok-Costanoan	Utian	Miwok	critically endangered	#FF6500	#FF6500	38.2363	-120.507
Southern Ohlone	Miwok-Costanoan	Utian	Costanoan	unknown/safe	#A9A9A9	#A9A9A9	36.787073	-121.487098
Southern Pastaza Quechua	Quechuan			unknown/safe	#A9A9A9	#A9A9A9	-3.32733	-76.527
South Bolivian Quechua	Quechuan		Quechuan	vulnerable	#CBCB65	#CBCB65	-20.9201	-66.3331
Southern Conchucos Ancash Quechua	Quechuan			unknown/safe	#A9A9A9	#A9A9A9	-9.30995	-76.9854
Southern NambikuÃ¡ra	Nambiquaran		Nambikuaran	vulnerable	#CBCB65	#CBCB65	-14.3707	-59.5187
Southern Aymara	Aymaran			vulnerable	#CBCB65	#CBCB65	-17.1417	-70.3442
Southern Pame	Otomanguean			extinct	#FF0000	#FF0000	20.966	-99.334
Southwestern Tlaxiaco Mixtec	Otomanguean			unknown/safe	#A9A9A9	#A9A9A9	16.9887	-97.7974
Southern Puebla Mixtec	Otomanguean			unknown/safe	#A9A9A9	#A9A9A9	18.2123	-97.9572
Southeastern NochixtlÃ¡n Mixtec	Otomanguean			unknown/safe	#A9A9A9	#A9A9A9	17.21219	-97.01454
Southern Rincon Zapotec	Otomanguean			unknown/safe	#A9A9A9	#A9A9A9	17.3031	-96.3775
Southeastern IxtlÃ¡n Zapotec	Otomanguean			unknown/safe	#A9A9A9	#A9A9A9	17.2588	-96.6199
Southern Roglai	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	11.3003	108.318
South Giziga	Afro-Asiatic			unknown/safe	#A9A9A9	#A9A9A9	10.2809	14.1931
South Levantine Arabic	Afro-Asiatic		Semitic	unknown/safe	#A9A9A9	#A9A9A9	31.5601	38.0837
Southern Betsimisaraka Malagasy (Retired)	Bookkeeping			unknown/safe	#A9A9A9	#A9A9A9	-20.8687	48.1108
South Ucayali AshÃ©ninka	Bookkeeping			vulnerable	#CBCB65	#CBCB65	-11.221	-73.001
Southern Lolopo	Bookkeeping			unknown/safe	#A9A9A9	#A9A9A9	23.847	100.89
Southern Lalo	Sino-Tibetan			unknown/safe	#A9A9A9	#A9A9A9	23.5	99.33
Southern Gumuz	Gumuz			unknown/safe	#A9A9A9	#A9A9A9	9.98	35.51
Southern Pinghua	Sino-Tibetan			unknown/safe	#A9A9A9	#A9A9A9	23.011	108.093
Southern Katang	Austroasiatic			unknown/safe	#A9A9A9	#A9A9A9	16.108419	106.473214
Southern Mansi	Uralic			extinct	#FF0000	#FF0000	58.4362	65.5664
Sou	Austroasiatic			unknown/safe	#A9A9A9	#A9A9A9	14.687	106.54
Sowa	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-15.82653	168.18653
Sowanda	Border			unknown/safe	#A9A9A9	#A9A9A9	-3.28373	140.92
Soyaltepec Mixtec	Otomanguean			unknown/safe	#A9A9A9	#A9A9A9	17.556	-97.1921
Soyaltepec Mazatec	Otomanguean			vulnerable	#CBCB65	#CBCB65	18.2868	-96.4946
Spanish Sign Language	Sign Language			unknown/safe	#A9A9A9	#A9A9A9	40.0314	-3.70738
Spiti Bhoti	Sino-Tibetan			vulnerable	#CBCB65	#CBCB65	32.526	77.833
Spokane	Salishan			critically endangered	#FF6500	#FF6500	47.9087	-118.062
Squamish	Salishan			critically endangered	#FF6500	#FF6500	49.3231	-123.014
Sranan Tongo	Indo-European			unknown/safe	#A9A9A9	#A9A9A9	5.83	-55.33
Sri Lankan Sign Language	Sign Language			unknown/safe	#A9A9A9	#A9A9A9	7.10588	79.857
Sri Lanka Malay	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	6.91603	79.864
Spanish	Indo-European			unknown/safe	#A9A9A9	#A9A9A9	40.4414	-1.11788
Catalan	Indo-European		Romance	definitely endangered	#EDED21	#EDED21	41.453	1.569
French	Indo-European		Romance	severely endangered	#FFCB00	#FFCB00	48	2
English	Indo-European		Germanic	unknown/safe	#A9A9A9	#A9A9A9	53	-1
German	Indo-European		Germanic	unknown/safe	#A9A9A9	#A9A9A9	48.649	12.4676
Standard Malay	Austronesian		Malayo-Sumbawan	unknown/safe	#A9A9A9	#A9A9A9	3.08896	101.699
Standard Arabic	Afro-Asiatic		Semitic	unknown/safe	#A9A9A9	#A9A9A9	27.9625	43.8525
Stellingwerfs	Indo-European			vulnerable	#CBCB65	#CBCB65	52.8933	6.09112
Stod Bhoti	Sino-Tibetan			unknown/safe	#A9A9A9	#A9A9A9	32.497	77.116
Stoney	Siouan			vulnerable	#CBCB65	#CBCB65	51.1939	-114.984
Straits Salish	Salishan		Central Salish	severely endangered	#FFCB00	#FFCB00	48.51614	-123.757114
Suabo	Inanwatan			unknown/safe	#A9A9A9	#A9A9A9	-2.07971	132.157
Asabano				definitely endangered	#EDED21	#EDED21	-4.95072	141.978
Suau	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-10.6606	150.21
Suba	Atlantic-Congo			vulnerable	#CBCB65	#CBCB65	-0.95719	34.1033
Suba-Simbiti	Atlantic-Congo			vulnerable	#CBCB65	#CBCB65	-1.103296	34.268
Subiya	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	-17.5696	24.8867
Subi	Bookkeeping			unknown/safe	#A9A9A9	#A9A9A9	-2.93387	31.3594
Subtiaba	Otomanguean			extinct	#FF0000	#FF0000	12.4667	-86.9166
Sudanese Arabic	Afro-Asiatic			unknown/safe	#A9A9A9	#A9A9A9	17.8021	33.3179
Sudanese Creole Arabic	Afro-Asiatic			unknown/safe	#A9A9A9	#A9A9A9	5.654	28.774
Sudest	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-11.5229	153.488
Suena	Nuclear Trans New Guinea			critically endangered	#FF6500	#FF6500	-7.76339	147.534
Nizaa	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	7.12906	12.3779
Suganga	Nuclear Trans New Guinea			unknown/safe	#A9A9A9	#A9A9A9	-4.5071	141.2
Sugut Dusun	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	6.14235	117.176
Sui	Tai-Kadai			unknown/safe	#A9A9A9	#A9A9A9	24.0488	106.563
Suki	Suki-Gogodala			unknown/safe	#A9A9A9	#A9A9A9	-8.04783	141.842
Suku	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	-5.76495	17.7736
Sukuma	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	-3.16082	32.8765
Sukurum	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-6.28	146.34187
Sukur	Afro-Asiatic			unknown/safe	#A9A9A9	#A9A9A9	10.8933	13.6437
Sula	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-2.30765	125.966
Sulka				unknown/safe	#A9A9A9	#A9A9A9	-5.03471	151.891
Sulod	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	11.2473	122.551
Eastern Puroik	Sino-Tibetan			definitely endangered	#EDED21	#EDED21	27.6589	92.3557
Suma	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	7.0953	17.0093
Sumariup	Sepik			severely endangered	#FFCB00	#FFCB00	-4.73083	143.239
Sumau	Nuclear Trans New Guinea			unknown/safe	#A9A9A9	#A9A9A9	-5.48556	145.474
Sumbwa	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	-3.47335	31.9457
Sumbawa	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-8.71919	117.472
Sumerian				extinct	#FF0000	#FF0000	31.3	45.6667
Sumi Naga	Sino-Tibetan			vulnerable	#CBCB65	#CBCB65	25.9996	94.4235
Sunam	Sino-Tibetan			definitely endangered	#EDED21	#EDED21	31.808	78.4513
Sundanese	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-6.89708	107.106
Sunwar	Sino-Tibetan			vulnerable	#CBCB65	#CBCB65	27.5201	86.2476
Suoy	Austroasiatic			critically endangered	#FF6500	#FF6500	11.936	104.136
Supyire Senoufo	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	11.632	-5.87709
Surbakhal	Maban			unknown/safe	#A9A9A9	#A9A9A9	13.1331	21.6243
Surgut Khanty	Uralic			unknown/safe	#A9A9A9	#A9A9A9	61.25	73.35
Tirma-Chai	Surmic		Surmic	critically endangered	#FF6500	#FF6500	6.03205	35.0823
Surjapuri	Indo-European			unknown/safe	#A9A9A9	#A9A9A9	25.686	85.792
Sur	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	9.47958	9.49007
Sursurunga	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-3.99078	152.768
Vori	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	10.2254	8.27136
SuruÃ_ Do ParÃ¡	Tupian			vulnerable	#CBCB65	#CBCB65	-5.9271	-48.588
SuruÃ_	Tupian			vulnerable	#CBCB65	#CBCB65	-11.0989	-61.2818
SuruahÃ¡	Arawan			vulnerable	#CBCB65	#CBCB65	-6.82525	-66.3146
Susquehannock	Iroquoian			extinct	#FF0000	#FF0000	41.169	-76.208
Susu	Mande			unknown/safe	#A9A9A9	#A9A9A9	10.4046	-13.3628
Susuami	Angan			critically endangered	#FF6500	#FF6500	-7.19275	146.561
Suundi	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	-4.58488	13.3212
Suwawa	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	0.4907	123.362
SuyÃ¡	Nuclear-Macro-Je			vulnerable	#CBCB65	#CBCB65	-11.5178	-53.0743
Svan	Kartvelian			definitely endangered	#EDED21	#EDED21	42.9134	42.5915
Swabian	Indo-European			vulnerable	#CBCB65	#CBCB65	49.3879	7.12775
Swahili	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	-8.25605	37.624
Swampy Cree	Algic			vulnerable	#CBCB65	#CBCB65	56	-95
Swati	Atlantic-Congo			definitely endangered	#EDED21	#EDED21	-26	31.5
Swedish Sign Language	Sign Language			unknown/safe	#A9A9A9	#A9A9A9	58.929	16.1133
Swedish	Indo-European			definitely endangered	#EDED21	#EDED21	59.800634	17.389526
Swiss-Italian Sign Language	Sign Language			unknown/safe	#A9A9A9	#A9A9A9	46.3076	8.79111
Swiss-German Sign Language	Sign Language			unknown/safe	#A9A9A9	#A9A9A9	47.1069	9.07557
Swiss-French Sign Language	Sign Language			unknown/safe	#A9A9A9	#A9A9A9	46.72252	6.78425
Swiss German	Indo-European		Germanic	vulnerable	#CBCB65	#CBCB65	47.0516	8.46419
Syan	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	1.280475	34.337012
Sydney	Pama-Nyungan			extinct	#FF0000	#FF0000	-33.52925837	150.3490464
Syenara Senoufo	Bookkeeping			unknown/safe	#A9A9A9	#A9A9A9	10.5954	-5.8581
Sylheti	Indo-European			unknown/safe	#A9A9A9	#A9A9A9	24.83724	92.25347
Syriem	Sino-Tibetan			unknown/safe	#A9A9A9	#A9A9A9	24.9437	92.9029
Taabwa	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	-7.91416	29.5238
Tabasaran	Nakh-Daghestanian			vulnerable	#CBCB65	#CBCB65	42.0198	47.8379
Tabaru	North Halmahera			unknown/safe	#A9A9A9	#A9A9A9	1.46563	127.633
Tabasco Zoque	Mixe-Zoque			unknown/safe	#A9A9A9	#A9A9A9	18.1713	-93.0968
Tabasco Nahuatl	Uto-Aztecan			unknown/safe	#A9A9A9	#A9A9A9	17.9371	-93.5688
Tabasco Chontal	Mayan		Mayan	severely endangered	#FFCB00	#FFCB00	18.1713	-92.7367
Tabaa Zapotec	Otomanguean			unknown/safe	#A9A9A9	#A9A9A9	17.2822	-96.2777
Tabla	Sentanic			unknown/safe	#A9A9A9	#A9A9A9	-2.45368	140.396
Tabo				unknown/safe	#A9A9A9	#A9A9A9	-8.09387	143.305
Tabriak	Lower Sepik-Ramu			unknown/safe	#A9A9A9	#A9A9A9	-4.49162	143.593
Tacana	Pano-Tacanan			definitely endangered	#EDED21	#EDED21	-13.39249	-68.04056
Tacahua-Yolotepec Mixtec	Otomanguean			unknown/safe	#A9A9A9	#A9A9A9	16.9648	-97.4537
Chaouia of the Aures	Afro-Asiatic		Berber	unknown/safe	#A9A9A9	#A9A9A9	35.1867	6.88901
Tachelhit	Afro-Asiatic			unknown/safe	#A9A9A9	#A9A9A9	29.7854	-7.77879
Tadaksahak	Songhay			unknown/safe	#A9A9A9	#A9A9A9	16.685	2.32653
Tadyawan	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	13.0211	121.305
Tae'	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-2.58205	120.139
Tafi	Atlantic-Congo			vulnerable	#CBCB65	#CBCB65	6.79522	0.39875
Tagakaulu Kalagan	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	6.45338	125.426
Tagalog	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	14.06	121.747
Tagabawa	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	6.9712	125.175
Tagal Murut	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	4.42907	116.177
Ouargli	Afro-Asiatic		Berber	severely endangered	#FFCB00	#FFCB00	31.9454	5.28444
Tagbu	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	4.6852	26.4475
Tagbanwa	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	9.54263	118.497
Tagdal	Songhay			unknown/safe	#A9A9A9	#A9A9A9	16.1908	6.83992
Tagish	Athapaskan-Eyak-Tlingit			critically endangered	#FF6500	#FF6500	60.242	-134.799
Tagin	Sino-Tibetan			unknown/safe	#A9A9A9	#A9A9A9	27.986064	94.221711
Tagoi	Rashad			severely endangered	#FFCB00	#FFCB00	12.0346	30.9306
Tagwana Senoufo	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	8.67053	-5.17372
Tahaggart Tamahaq	Afro-Asiatic			vulnerable	#CBCB65	#CBCB65	22.5908	8.73169
Tahitian	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-17.6485	-149.45
Tahltan	Athapaskan-Eyak-Tlingit			critically endangered	#FF6500	#FF6500	58.4498	-130.052
Taiap				severely endangered	#FFCB00	#FFCB00	-4.05047	144.506
Tai Dam	Tai-Kadai			unknown/safe	#A9A9A9	#A9A9A9	18.9572	102.928
Tai Do-Mene-Yo	Tai-Kadai			unknown/safe	#A9A9A9	#A9A9A9	19.1801	104.938
Tai Daeng	Tai-Kadai			vulnerable	#CBCB65	#CBCB65	20.4559	104.625
Tai DÃ_n	Tai-Kadai			unknown/safe	#A9A9A9	#A9A9A9	21.84898	103.5704967
Tai Pao (Retired)	Bookkeeping			unknown/safe	#A9A9A9	#A9A9A9	19.1282	104.225
Tai Hongjin	Tai-Kadai			unknown/safe	#A9A9A9	#A9A9A9	23.3088	102.586
Tai	Nuclear Trans New Guinea			unknown/safe	#A9A9A9	#A9A9A9	-5.29223	144.66
Taikat	Border			definitely endangered	#EDED21	#EDED21	-2.9408	140.7495
Muak	Austroasiatic			definitely endangered	#EDED21	#EDED21	21.4293	100.985
Tai Long	Tai-Kadai			unknown/safe	#A9A9A9	#A9A9A9	20.045	102.407
Tai NÃ_a	Tai-Kadai			vulnerable	#CBCB65	#CBCB65	21.7837	99.722
Tainae	Angan			unknown/safe	#A9A9A9	#A9A9A9	-7.40306	145.682
Taino	Arawakan			extinct	#FF0000	#FF0000	18.2836	-66.8042
Tai Pao	Tai-Kadai			unknown/safe	#A9A9A9	#A9A9A9	18.5562	104.658
Tairuma	Eleman			unknown/safe	#A9A9A9	#A9A9A9	-7.94866	145.732
Tai Thanh	Tai-Kadai			unknown/safe	#A9A9A9	#A9A9A9	19.66	104.933
Taita	Atlantic-Congo	Benue-Congo	Bantoid	unknown/safe	#A9A9A9	#A9A9A9	-3.79347	38.57254
Taiwan Sign Language	Sign Language			unknown/safe	#A9A9A9	#A9A9A9	25.0206	121.305
Tai Ya	Tai-Kadai			unknown/safe	#A9A9A9	#A9A9A9	23.569	101.899
Ta'izzi-Adeni Arabic	Afro-Asiatic			unknown/safe	#A9A9A9	#A9A9A9	13.6555	45.6411
Taje	Austronesian			critically endangered	#FF6500	#FF6500	-0.72583	120.078
Tajik	Indo-European			unknown/safe	#A9A9A9	#A9A9A9	38.8213	68.5549
Tajio	Austronesian			vulnerable	#CBCB65	#CBCB65	-0.31553	120.01
Tajiki Arabic	Afro-Asiatic			definitely endangered	#EDED21	#EDED21	37.2176	67.3267
Tajuasohn	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	5.50685	-8.98904
Takestani	Indo-European			definitely endangered	#EDED21	#EDED21	38.1971	47.9954
Takelma				extinct	#FF0000	#FF0000	42.423	-123.452
Takia	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-4.69057	145.975
Takpa (Retired)	Bookkeeping			vulnerable	#CBCB65	#CBCB65	28.1652	88.4254
Takua	Austroasiatic			unknown/safe	#A9A9A9	#A9A9A9	15.4299	108.046
Takuu	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-4.773094	157.032085
Takwane	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	-16.2276	36.249
Talaud	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	4.11846	126.795
Tala	Afro-Asiatic			unknown/safe	#A9A9A9	#A9A9A9	10.233	9.85457
Talieng	Austroasiatic			unknown/safe	#A9A9A9	#A9A9A9	16.5287	106.102
Talinga-Bwisi	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	0.676185	29.9494
Talise	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-9.76764	160.231
Taliabu	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-1.79516	124.869
TallÃ¡n				extinct	#FF0000	#FF0000	-5.330824	-80.651093
Tal	Afro-Asiatic			unknown/safe	#A9A9A9	#A9A9A9	9.15354	9.50774
Tasomi-Tata	Narrow Talodi		Talodi	critically endangered	#FF6500	#FF6500	10.6453	30.4815
Talondo'	Austronesian			definitely endangered	#EDED21	#EDED21	-2.4525	119.35
Taloki	Austronesian			definitely endangered	#EDED21	#EDED21	-4.6478	122.872
Lavu-Yongsheng-Talu	Sino-Tibetan			vulnerable	#CBCB65	#CBCB65	26.4	101
Talur	Bookkeeping			unknown/safe	#A9A9A9	#A9A9A9	-7.88553	126.336
North-Central Talysh	Indo-European			vulnerable	#CBCB65	#CBCB65	38.4552	48.6349
Taman (Myanmar)	Sino-Tibetan			extinct	#FF0000	#FF0000	25.1566	95.1171
Tama (Chad)	Tamaic		Taman	unknown/safe	#A9A9A9	#A9A9A9	14.332	21.9951
Taman (Indonesia)	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	1.00003	112.975
Tamagario	Kayagaric			unknown/safe	#A9A9A9	#A9A9A9	-6.64493	138.892
Tamanaku	Cariban			extinct	#FF0000	#FF0000	2.765	-65.883
Tamazola Mixtec	Otomanguean			unknown/safe	#A9A9A9	#A9A9A9	17.1258	-97.0998
Tama (Colombia)	Tucanoan			extinct	#FF0000	#FF0000	1.03332	-75.25
Tamasheq	Afro-Asiatic			definitely endangered	#EDED21	#EDED21	14.2038	-2.41269
Tambotalo	Austronesian			severely endangered	#FFCB00	#FFCB00	-15.5004	167.139
Tambunan Dusun	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	5.68284	116.373
Tambora				extinct	#FF0000	#FF0000	-8.25	118
Tambas	Afro-Asiatic			unknown/safe	#A9A9A9	#A9A9A9	9.36039	9.32836
Tamil	Dravidian			unknown/safe	#A9A9A9	#A9A9A9	10.520219	78.825989
Tami	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-6.70017	147.732
Tamki	Afro-Asiatic			critically endangered	#FF6500	#FF6500	11.4926	18.2295
Tamnim Citak	Nuclear Trans New Guinea		Asmat-Kamoro	unknown/safe	#A9A9A9	#A9A9A9	-5.57962	139.233
Tampuan	Austroasiatic			unknown/safe	#A9A9A9	#A9A9A9	13.56447	107.24544
Tampulma	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	9.75577	-1.35467
Tampias Lobu	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	5.72467	116.789
Tanapag	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	15.237	145.757
Tanahmerah				unknown/safe	#A9A9A9	#A9A9A9	-2.5523	133.18
Tanaina	Athapaskan-Eyak-Tlingit			severely endangered	#FFCB00	#FFCB00	60.4712	-150.759
Tanacross	Athapaskan-Eyak-Tlingit			critically endangered	#FF6500	#FF6500	63.4046	-143.338
Tandia	Austronesian			extinct	#FF0000	#FF0000	-2.84228	134.532
Tandroy-Mahafaly Malagasy	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-24.80155	45.15152
Tanema	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-11.68	166.97
Tangchangya	Indo-European			unknown/safe	#A9A9A9	#A9A9A9	22.3185	92.5073
Tangut	Sino-Tibetan			extinct	#FF0000	#FF0000	38.894904	102.246464
Tangkhul Naga	Sino-Tibetan	Tibeto-Burman	Kuki-Chin	vulnerable	#CBCB65	#CBCB65	25.0489	94.3567
Movono	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-15.5643	166.958
Tangga	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-4.08824	153.611
Tangko	Nuclear Trans New Guinea			unknown/safe	#A9A9A9	#A9A9A9	-5.13343	140.269
Tanggu	Lower Sepik-Ramu			unknown/safe	#A9A9A9	#A9A9A9	-4.4621	144.916
Tanguat	Lower Sepik-Ramu			unknown/safe	#A9A9A9	#A9A9A9	-4.57282	144.927
Tanglang-Toloza	Sino-Tibetan			vulnerable	#CBCB65	#CBCB65	26.9	99.9
Tangwang	Sino-Tibetan			unknown/safe	#A9A9A9	#A9A9A9	35.803799	103.54273
Tangshewi	Bookkeeping			unknown/safe	#A9A9A9	#A9A9A9	38.2267	71.2542
Tangam	Sino-Tibetan			unknown/safe	#A9A9A9	#A9A9A9	28.95	94.98
Tanimbili	Austronesian			severely endangered	#FFCB00	#FFCB00	-11.2975	166.507
Tanimuca-RetuarÃ£	Tucanoan			severely endangered	#FFCB00	#FFCB00	-0.59023	-70.3853
Tanjijili	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	9.40121	6.87432
Tanosy Malagasy	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-24.9186	47.1357
Tanzanian Sign Language	Sign Language			unknown/safe	#A9A9A9	#A9A9A9	-6.82431	39.127
Tapeba	Bookkeeping			extinct	#FF0000	#FF0000	-4.99999	-40.3333
Tapei	Arafundi			unknown/safe	#A9A9A9	#A9A9A9	-4.77763	143.337
TapietÃ©	Tupian			severely endangered	#FFCB00	#FFCB00	-21.4169	-62.684
TapirapÃ©	Tupian			vulnerable	#CBCB65	#CBCB65	-10.5373	-50.5438
Tarairiu	Unclassifiable			extinct	#FF0000	#FF0000	-5.5471	-37.509155
Tarao	Sino-Tibetan			critically endangered	#FF6500	#FF6500	24.4003	94.1703
Tareng	Bookkeeping			unknown/safe	#A9A9A9	#A9A9A9	15.4928	107.296
Tariana	Arawakan			critically endangered	#FF6500	#FF6500	0.440205	-68.9042
Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber	Afro-Asiatic		Berber	unknown/safe	#A9A9A9	#A9A9A9	34.916974	-3.430616
Tarjumo	Saharan			extinct	#FF0000	#FF0000	11.852298	13.157959
Tarok	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	8.98356	10.0288
Taroko	Austronesian			vulnerable	#CBCB65	#CBCB65	23.9032	121.358
Tarpia	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-2.322279	140.115497
Taruma				unknown/safe	#A9A9A9	#A9A9A9	-0.90963	-59.904786
Tasawaq	Songhay			unknown/safe	#A9A9A9	#A9A9A9	16.7814	6.92037
Pangwa Naga	Sino-Tibetan	Tibeto-Burman	Northern Naga	vulnerable	#CBCB65	#CBCB65	27.2572	96.3855
