name,latitude,longitude,color,family,subgroup,country
Munya [mvm],29.82,102.2,#4E7D81,Tibeto-Burman,Na-Qiangic,China
Murcian [spa-3],37.99,-1.13,#8CAFCC,Indo-European,Romance,Spain
Murle [mur],6,33.75,#AF657B,Nilo-Saharan,Eastern Sudanic,South Sudan
Murrinh-Patha [mwf],-14.667,129.667,#9A6E6B,Southern Daly,,Australia
Mursi [muz],5.58,36.08,#A45795,Nilo-Saharan,Eastern Sudanic,Ethiopia
Muruwari [zmu],-29,146.75,#5A8067,Pama-Nyungan,Muruwari,Australia
Musgu [mug],11,15,#96A4A0,Afro-Asiatic,Chadic,Cameroon
Musom [msu],-6.5,146.917,#9DA57B,Oceanic,Western Oceanic,Papua New Guinea
Mussau [emi],-1.5,149.667,#C39460,Oceanic,StMatthias,Papua New Guinea-Bismarcks
Mustang [loy],29.18,83.96,#399287,Tibeto-Burman,Bodic,Nepal
Mutsun [css-2],36.83,-121.5,#817872,Yok-Utian,Utian,USA
Mwaghavul [sur],9.47,8.97,#ACC08B,Afro-Asiatic,Chadic,Nigeria
Mwakai [yla-2],-4.3,143.97,#67B072,Keram,Ulmapo,Papua New Guinea
Mwali [wlc],-12.25,43.75,#BC74A8,Niger-Kongo,Atlantic-Congo,Comoros
Mwan [moa],7.88,-5.95,#7FA98E,Mande,Eastern Mande,Côte d'Ivoire
Mwani [wmw],-12.15,40.57,#BC87AE,Niger-Kongo,Atlantic-Congo,Mozambique
Mwera [mwe],-10,39,#BA87BE,Niger-Kongo,Atlantic-Congo,Tanzania
Mwotlap [mlv],-13.7,167.63,#9BA677,Oceanic,Southern Oceanic,Vanuatu
Myebon Sumtu [csv],20.12,93.84,#5E726D,Tibeto-Burman,Kuki-Chin-Naga,Myanmar
Máku [xak],3.5,-62,#5D707D,Maku,,Brazil
Mòcheno [mhn],46.1,11.3,#7CA8BC,Indo-European,Germanic,Italy
Na [nbf-2],27.2,101,#62BF65,Tibeto-Burman,Na-Qiangic,China
Naasioi [nas],-6.333,155.583,#546D7D,South Bougainville,Nasioi,Papua New Guinea-Bougainville
Naayì [noz],6.78,36.39,#507BA7,Afro-Asiatic,Omotic,Ethiopia
Nabak [naf],-6.5,147,#5A7080,Trans New Guinea,Morobe-Eastern Highlands,Papua New Guinea
Nadëb [mbj],-0.2,-67,#7F5F55,Nadahup,Nadëb,Brazil
Naga_Mao [nbi],25.5,94.125,#3D9085,Tibeto-Burman,Kuki-Chin-Naga,India
