glottocode,name,isocodes,level,macroarea,latitude,longitude
agar1251,Agariya,agi,language,Eurasia,24.5024,82.297
agat1236,Agatu,agc,language,Africa,7.97915,7.71639
agav1236,Agavotaguerra,avo,language,South America,-13.29849,-53.43936
aghe1239,Aghem,agq,language,Africa,6.38956,10.0807
aghu1255,Aghu,ahh,language,Papunesia,-6.34674,140.043
aghu1253,Aghul,agx,language,Eurasia,41.9242,47.5843
aghu1254,Aghu Tharnggalu,ggr,language,Australia,-13.735,142.426
aghw1237,Aghwan,xag,language,Eurasia,40.374444,47.126667
agii1245,Agi,aif,language,Papunesia,-3.49104,142.387
agob1244,Agob-Ende-Kawam,kit,language,Papunesia,-9.08521,142.532
agoi1246,Agoi,ibm,language,Africa,5.87953,8.21629
agua1252,Aguacateco,agu,language,North America,15.3307,-91.3153
agua1251,Aguano,aga,language,South America,-5.25,-75.8333
agua1253,Aguaruna,agr,language,South America,-5.30044,-77.9218
agun1238,Aguna,aug,language,Africa,7.49256,1.74452
agus1235,Agusan Manobo,msm,language,Papunesia,8.62731,125.742
agut1237,Agutaynen,agn,language,Papunesia,10.5328,119.655
agwa1247,Agwagwune,yay,language,Africa,5.81055,8.03166
ahan1244,Àhàn,ahn,language,Africa,7.44139,6.00896
ahan1243,Ahanta,aha,language,Africa,4.85147,-1.94657
ahin1234,Ahin-Kayapa Kalanguya,kak,language,Papunesia,16.321,120.90003
ahir1243,Ahirani,ahr,language,Eurasia,21.552,73.685
ahom1240,Ahom,aho,language,Eurasia,27.2778,88.464
ahte1237,Ahtena,aht,language,North America,61.7068,-144.889
aich1238,Ai-Cham,aih,language,Eurasia,25.4908,107.844
aigh1235,Aighon,aix,language,Papunesia,-5.99488,150.272
aika1237,Aikanã,tba,language,South America,-12.6695,-60.5353
aikl1237,Aiklep,mwg,language,Papunesia,-6.23575,149.571
aima1241,Aimaq,aiq,language,Eurasia,35.283,59.1756
aime1238,Aimele,ail,language,Papunesia,-6.68656,142.656
aimo1244,Aimol,aim,language,Eurasia,24.6437,94.3556
ainb1238,Ainbai,aic,language,Papunesia,-3.09214,141.149
ainu1251,Ainu (China),aib,language,Eurasia,39.2714,76.4209
aiom1240,Aiome,aki,language,Papunesia,-5.13467,144.765
airo1242,Airoran,air,language,Papunesia,-1.8522,138.158
musa1266,Aisi,mmq,language,Papunesia,-5.37407,145.197
aito1238,Aiton,aio,language,Eurasia,26.5145,92.3169
ajab1235,Aja (Benin),ajg,language,Africa,7.06634,1.64992
ajas1235,Aja (Sudan),aja,language,Africa,8.58003,25.6122
ajaw1236,Ajawa,ajw,language,Africa,10.21,9.89205
ajie1238,Ajië,aji,language,Papunesia,-21.3029,165.468
mbuu1238,Ajumbu,muc,language,Africa,6.53792,10.2556
ajyi1238,Ajyíninka Apurucayali,cpc,language,South America,-9.82364,-74.61947
akkk1240,Ak,akq,language,Papunesia,-3.57026,141.784
akaa1242,Aka,soh,language,Africa,11.2101,33.6524
akab1249,Aka-Bea,abj,language,Eurasia,12.3782,92.7818
akab1248,Aka-Bo,akm,language,Eurasia,12.3629,92.8011
akac1240,Aka-Cari,aci,language,Eurasia,13.49086,92.94855
akaj1239,Aka-Jeru,akj,language,Eurasia,13.1525,92.9504
akak1252,Aka-Kede,akx,language,Eurasia,12.8494,92.8227
akak1253,Aka-Kol,aky,language,Eurasia,12.73253,92.78661
akak1251,Aka-Kora,ack,language,Eurasia,12.0944,92.7466
akan1250,Akan,aka,language,Africa,6.34756,-1.33254
akar1243,Akar-Bale,acl,language,Papunesia,12.6663,92.8278
akas1242,Akaselem,aks,language,Africa,8.8858,1.37035
west2635,Akateko,knj,language,North America,15.5932,-91.8421
akaw1239,Akawaio,ake,language,South America,6.16277,-60.862
akee1238,Ake,aik,language,Africa,8.59543,8.75768
akeb1238,Akebu,keu,language,Africa,7.78365,0.77668
akei1237,Akei,tsr,language,Papunesia,-15.6377,166.767
akha1245,Akha,ahk,language,Eurasia,21.2309,100.964
akhv1239,Akhvakh,akv,language,Eurasia,42.4003,46.3037
mosi1247,Akie,mwy,language,Africa,-5.43471,37.1869
akka1237,Akkala Sami,sia,language,Eurasia,67.8625,32.4046
akla1241,Aklanon,akl,language,Papunesia,11.5543,122.354
akol1237,Akolet,akt,language,Papunesia,-6.22711,150.182
akoo1248,Akoose,bss,language,Africa,4.9243,9.65522
akoy1238,Akoye,miw,language,Papunesia,-7.66067,145.669
akpa1238,Akpa,akf,language,Africa,7.32586,8.01629
akpe1248,Akpes,ibe,language,Africa,7.50256,5.95559
akpo1243,Akpondu,,language,Africa,9.235232,8.545454
akuk1235,Akuku,ayk,language,Africa,7.40354,6.34264
akum1238,Akum,aku,language,Africa,6.85716,9.96261
akun1241,Akuntsu,aqz,language,South America,-12.8322,-60.9716
akur1238,Akurio,ako,language,South America,3.19607,-55.6294
akwa1248,Akwa,akw,language,Africa,-0.39897,15.4623
alab1254,Alaba-K'abeena,alw,language,Africa,7.39014,38.1732
alab1237,Alabama,akz,language,North America,30.76738,-94.62848
alab1246,Alabat Island Agta,dul,language,Papunesia,14.1217,122.014
alac1239,Alacalufe-Austral,,language,South America,-54.788017,-70.140381
alac1240,Alacalufe-Central,,language,South America,-53.435719,-71.04126
alac1244,Alacatlatzala Mixtec,mim,language,North America,17.4944,-98.4674
alag1242,Alago,ala,language,Africa,8.34986,8.52085
alag1248,Alagwa,wbj,language,Africa,-4.64148,35.7231
alak1253,Alak,alk,language,Eurasia,15.5565,106.597
alam1246,Alamblak,amp,language,Papunesia,-4.66307,143.316
alan1249,Alangan,alj,language,Papunesia,13.0982,121.022
alap1235,Alapmunte,apv,language,South America,-12.329886,-59.996702
alaw1244,Alawa,alh,language,Australia,-15.5458,134.282
alco1235,Alcozauca Mixtec,xta,language,North America,17.3687,-98.3969
wail1242,Ale,wlr,language,Papunesia,-15.5656,166.902
aleg1238,Alege,alf,language,Africa,6.59423,9.00394
alek1238,Alekano,gah,language,Papunesia,-6.03901,145.387
aleu1260,Aleut,ale,language,North America,52.1228,-174.29
alge1239,Algerian Arabic,arq,language,Africa,35.4208,3.23033
alge1240,Algerian Saharan Arabic,aao,language,Africa,20.8884,4.80626
alge1235,Algerian Sign Language,asp,language,Africa,36.4762,3.5462
algo1255,Algonquin,alq,language,North America,47.3876,-77.5258
alii1240,Ali,aiy,language,Africa,4.60014,18.0352
alla1248,Alladian,ald,language,Africa,5.22371,-4.42647
alla1247,Allar,all,language,Eurasia,11.0803,76.6593
alle1238,Allentiac,,language,South America,-33.480938,-68.096924
alng1239,Alngith,aid,language,Australia,-12.5324,141.938
aloa1235,Aloápam Zapotec,zaq,language,North America,17.4137,-96.7438
alop1235,Alo Phola,ypo,language,Eurasia,23.59,101.933
alor1247,Alorese,aol,language,Papunesia,-8.20382,124.264
alse1251,Alsea-Yaquina,aes,language,North America,44.408,-123.94
alug1235,Alugu,aub,language,Eurasia,23,103
aluk1238,Alu Kurumba,xua,language,Eurasia,11.3456,76.7995
alum1246,Alumu-Tesu,aab,language,Africa,9.01513,8.55956
alun1238,Alune,alp,language,Papunesia,-3.11477,128.394
aluo1235,Aluo,yna,language,Eurasia,26,102
alur1250,Alur,alz,language,Africa,2.36213,31.0016
diaa1238,Alu-Sinagen,dia,language,Papunesia,-3.38837,142.248
alut1245,Alutor,alr,language,Eurasia,60.3844,165.653
alvi1241,Alviri-Vidari,avd,language,Eurasia,35.0075,50.3794
alya1239,Alyawarr,aly,language,Australia,-21.0427,136.835
amah1245,Amahai,amq,language,Papunesia,-3.32028,128.939
amah1246,Amahuaca,amc,language,South America,-10.2012,-72.3208
amai1246,Amaimon,ali,language,Papunesia,-5.18742,145.368
amal1242,Amal,aad,language,Papunesia,-4.04517,141.995
aman1265,Amanab,amn,language,Papunesia,-3.51516,141.178
aman1266,Amanayé,ama,language,South America,-3.79772,-48.6613
amap1240,Ama (Papua New Guinea),amm,language,Papunesia,-4.20192,141.658
amar1272,Amara,aie,language,Papunesia,-5.55778,148.68
amar1274,Amarakaeri,amr,language,South America,-12.4931,-70.5533
amar1273,Amarasi,aaz,language,Papunesia,-10.21751,123.96373
amas1236,Ama (Sudan),nyi,language,Africa,12.0993,29.4332
amat1238,Amatlán Zapotec,zpo,language,North America,16.2707,-96.4003
amba1265,Ambai,amk,language,Papunesia,-1.88126,136.526
amba1269,Ambakich,aew,language,Papunesia,-4.23181,144.285
amba1267,Ambala Ayta,abc,language,Papunesia,14.8156,120.283
amba1266,Amba (Solomon Islands),utp,language,Papunesia,-11.2958,166.498
amba1263,Amba (Uganda),rwm,language,Africa,0.81206,30.0014
ambe1248,Ambelau,amv,language,Papunesia,-3.85919,127.196
ambe1247,Ambele,ael,language,Africa,5.94043,9.62028
ambl1237,Amblong,alm,language,Papunesia,-15.5169,166.95
ambo1249,Ambo,amb,language,Africa,7.07637,10.7798
ambo1250,Ambonese Malay,abs,language,Papunesia,-3.71342,128.184
ambo1252,Ambo-Pasco Quechua,qva,language,South America,-10.5138,-76.1135
ambr1239,Ambrak,aag,language,Papunesia,-3.61,142.56
ambu1247,Ambulas,abt,language,Papunesia,-3.7801,143.059
amda1238,Amdang,amj,language,Africa,14.7528,20.8912
amdo1237,Amdo Tibetan,adx,language,Eurasia,34.5177,100.485
amel1241,Amele,aey,language,Papunesia,-5.29126,145.687
amer1248,American Sign Language,ase,language,North America,33.8117,-81.6121
amga1235,Amganad Ifugao,ifa,language,Papunesia,16.9016,121.042
amha1245,Amharic,amh,language,Africa,11.708182,39.543456
amii1238,Ami,amy,language,Australia,-13.5573,130.04
amis1246,Amis,ami,language,Papunesia,23.0917,121.348
hoaa1235,Amkoe,huc,language,Africa,-23.93447,24.69828
amoo1242,Amo,amo,language,Africa,10.3229,8.65405
amol1236,Amoltepec Mixtec,mbz,language,North America,16.6521,-97.4518
ampa1239,Ampanang,apg,language,Papunesia,-0.79259,116.349
ampa1238,Ampari Dogon,aqd,language,Africa,14.15,-3.55
amri1238,Amri Karbi,ajz,language,Eurasia,26.024,91.482
amto1250,Amto,amt,language,Papunesia,-4.12165,141.339
amun1246,Amundava,adw,language,South America,-9.04023,-62.3064
amar1271,Amurdak,amg,language,Australia,-11.9876,132.878
anaa1238,Anaang,anw,language,Africa,4.94832,7.57969
anak1240,Anakalangu,akg,language,Papunesia,-9.63425,119.605
anal1239,Anal,anm,language,Eurasia,24.0506,94.2806
anam1247,Anam,pda,language,Papunesia,-4.68869,145.051
anam1249,Anambé,aan,language,South America,-2.71119,-49.303
anam1248,Anamuxra,imi,language,Papunesia,-4.63762,144.991
anas1239,Anasi,bpo,language,Papunesia,-1.73908,137.716
anat1248,Ana Tinga Dogon,dti,language,Africa,14.6669,-3.1168
anca1236,Áncá,acb,language,Africa,6.66524,11.1087
anci1242,Ancient Greek,grc,language,Eurasia,39.8155,21.9129
anci1244,Ancient Hebrew,hbo,language,Eurasia,31.7761,35.1725
anda1283,Andai,afd,language,Papunesia,-4.96449,143.637
anda1280,Andaman Creole Hindi,hca,language,Papunesia,11.676,92.738
anda1286,Andaqui,ana,language,South America,2.74999,-76
anda1284,Andarum,aod,language,Papunesia,-4.48734,144.767
ande1247,Andegerebinha,adg,language,Australia,-22.51278,137.3515
andh1242,Andh,anr,language,Eurasia,19.4734,77.7156
andi1255,Andi,ani,language,Eurasia,42.8078,46.2919
andi1257,Andio,bzb,language,Papunesia,-0.88368,123.174
ando1255,Andoa,anb,language,South America,-3.29664,-76.6056
ando1256,Andoque,ano,language,South America,-0.53751,-72.0869
ando1254,Andoquero,,language,South America,-0.666992,-72.310867
andr1248,Andra-Hus,anx,language,Papunesia,-2.05894,147.085
andr1246,Andro,,language,Eurasia,24.754303,94.033796
anei1239,Aneityum,aty,language,Papunesia,-20.1864,169.825
anem1249,Anem,anz,language,Papunesia,-5.54836,148.993
anem1248,Aneme Wake,aby,language,Papunesia,-9.75911,148.479
anfi1235,Anfillo,myo,language,Africa,8.568,34.647
anga1290,Angaataha,agm,language,Papunesia,-7.15012,146.352
anga1293,Angal,age,language,Papunesia,-6.0127,143.592
anga1294,Angal Enen,aoe,language,Papunesia,-6.23296,143.583
anga1292,Angal Heneng,akh,language,Papunesia,-6.13347,143.478
anga1288,Angami Naga,njm,language,Eurasia,25.6841,93.8668
angg1239,Angguruk Yali,yli,language,Papunesia,-4.0836,139.457
angi1238,Angika,anp,language,Eurasia,26.0047,85.534
angl1239,Angloromani,rme,language,North America,39,-78
ango1258,Angolar,aoa,language,Africa,0.11438,6.59486
ango1254,Angor,agg,language,Papunesia,-3.7167,141.199
ango1255,Angoram,aog,language,Papunesia,-4.07758,144.028
ango1257,Angosturas Tunebo,tnd,language,South America,6.54198,-71.9212
anii1246,//Ani,hnh,language,Africa,-19.0966,22.9088
anii1245,Anii,blo,language,Africa,9.11127,1.60169
anim1239,Animere,anf,language,Africa,7.60385,0.41962
anin1240,Anindilyakwa,aoi,language,Australia,-13.99904,136.6415
anip1235,Ani Phowa,ypn,language,Eurasia,23.591,103.733
anja1238,Anjam,boj,language,Papunesia,-5.45899,145.717
anka1246,Ankave,aak,language,Papunesia,-7.19444,145.754
anma1239,Anmatyerre,amx,language,Australia,-22.2853,133.286
fada1250,Annobonese,fab,language,Africa,-1.43033,5.61879
anor1241,Anor,anj,language,Papunesia,-4.98449,144.801
anse1238,Anserma,ans,language,South America,6.24999,-76.05
ansu1237,Ansus,and,language,Papunesia,-1.7543,135.866
anta1253,Antakarinya,ant,language,Australia,-27.1152,134.838
wara1294,Anta-Komnzo-Wára-Wérè-Kémä,tci,language,Papunesia,-8.64917,141.52
anta1255,Antankarana Malagasy,xmv,language,Africa,-13.2164,49.2402
anti1245,Antigua and Barbuda Creole English,aig,language,North America,15.5531,-61.3156
anti1242,Antioquian,,language,South America,7.199341,-75.342236
anuu1241,Anu,anl,language,Eurasia,23.3394,98.5945
anua1242,Anuak,anu,language,Africa,7.57714,34.0267
anuf1239,Anufo,cko,language,Africa,10.2839,0.56021
anuk1239,Anuki,aui,language,Papunesia,-9.6692,149.822
anus1237,Anus,auq,language,Papunesia,-2.26271,139.502
anut1237,Anuta,aud,language,Papunesia,-11.61,169.85
anyi1247,Anyi,,dialect,,28.84359,115.54773
anyi1245,Anyin,any,language,Africa,6.31781,-3.30532
anyi1244,Anyin Morofo,mtb,language,Africa,6.1627,-4.64232
aohe1237,Aoheng-Seputan,pni,language,Papunesia,0.87404,114.127
aona1235,Ao Naga,njo,language,Eurasia,26.3241,94.3824
aore1237,Aore,aor,language,Papunesia,-15.5753,167.166
aoua1234,A'ou,aou,language,Eurasia,26.8,105.85
apal1257,Apalaí,apy,language,South America,1.49792,-54.7457
apal1256,Apali,ena,language,Papunesia,-5.1727,145.023
apal1255,Apalik,apo,language,Papunesia,-6.29002,149.96
apas1235,Apasco-Apoala Mixtec,mip,language,North America,17.6143,-97.0657
apat1240,Apatani,apt,language,Eurasia,27.1933,93.7284
apia1248,Apiaká,api,language,South America,-7.84711,-57.91
apia1247,Apiaka-Tocantins,,language,South America,-6.5,-49.771729
apin1244,Apinayé,apn,language,South America,-6.10774,-47.6315
apma1240,Apma,app,language,Papunesia,-15.8559,168.189
apma1241,Ap Ma,kbx,language,Papunesia,-4.35147,144.085
apol1242,Apolista,,language,South America,-14.83,-68.66
apro1235,Aproumu Aizi,ahp,language,Africa,5.20273,-4.52192
apuc1241,A-Pucikwar,apq,language,Eurasia,12.241,92.7965
apur1254,Apurinã,apu,language,South America,-8.21692,-66.7714
aput1237,Aputai,apx,language,Papunesia,-7.84732,126.496
arab1267,Arabana,ard,language,Australia,-28.705,135.449
arab1268,Arabela,arl,language,South America,-1.96126,-75.0612
arag1245,Aragonese,arg,language,Eurasia,42.4669,-0.00919
arai1239,Araicu,,language,South America,-3.104315,-67.2052
arak1252,Araki,akr,language,Papunesia,-15.632997,166.952542
aral1243,Aralle-Tabulahan,atq,language,Papunesia,-2.78397,119.319
aram1252,Aramanik,aam,language,Africa,-2.90656,37.3491
aram1253,Arammba,stk,language,Papunesia,-8.29593,141.445
aran1261,Aranadan,aaf,language,Eurasia,11.35252,75.79538
aran1237,Arandai,jbj,language,Papunesia,-2.08016,132.983
arao1248,Araona,aro,language,South America,-12.4242,-67.7293
arap1274,Arapaho,arp,language,North America,43.3879,-108.81
arap1275,Arapaso,arj,language,South America,0.13727,-67.7282
araw1273,Araweté,awt,language,South America,-4.90246,-52.5001
araw1272,Arawum,awm,language,Papunesia,-5.52787,145.903
araz1236,Arazaire,,language,South America,-13.25,-70.8
arbe1236,Arbëreshë Albanian,aae,language,Eurasia,38.911,16.7164
arbo1245,Arbore,arv,language,Africa,4.92183,36.7986
arch1244,Archi,aqc,language,Eurasia,42.3239,46.8267
aree1239,Are,mwc,language,Papunesia,-9.67147,149.999
area1240,'Are'are,alu,language,Papunesia,-9.20699,161.158
areb1238,Areba,aea,language,Australia,-16.63548,142.63107
arem1240,Arem,aem,language,Eurasia,17.7672,105.928
areq1237,Arequipa-La Unión Quechua,qxu,language,South America,-15.1806,-72.6333
arge1236,Argentine Sign Language,aed,language,South America,-34.797,-59.1798
argo1244,Argobba,agj,language,Africa,10.6596,39.756
argu1237,Arguni,agf,language,Papunesia,-2.645798,132.5556
arha1237,Arhâ,aqr,language,Papunesia,-21.2866,165.273
arho1237,Arhö,aok,language,Papunesia,-21.3183,165.161
arhu1242,Arhuaco,arh,language,South America,10.7018,-73.6363
arii1243,Ari,aac,language,Papunesia,-7.95526,142.4
arib1241,Aribwatsa,laz,language,Papunesia,-6.72266,146.991
arib1240,Aribwaung,ylu,language,Papunesia,-6.65252,146.919
arif1239,Arifama-Miniafia,aai,language,Papunesia,-9.15565,149.246
arig1246,Arigidi,aqg,language,Africa,7.56324,5.89556
arik1265,Arikapú,ark,language,South America,-12.4878,-62.7261
arik1262,Arikara,ari,language,North America,40.6473,-98.7158
arik1264,Arikem,ait,language,South America,-8.924,-63.742
arin1243,Arin,xrn,language,Eurasia,57,93
arin1244,Aringa,luc,language,Africa,3.56143,31.3071
arit1239,Aritinngitigh,dth,language,Australia,-12.50839255,142.138748
ariz1237,Arizona Tewa,,language,North America,35.836667,-110.381389
arma1244,Arma,aoh,language,South America,2.03332,-76
nucl1235,Armenian,hye,language,Eurasia,40,45
arme1259,Armenian Sign Language,aen,language,Eurasia,40.1002,44.4767
torr1259,Aro,tei,language,Papunesia,-3.45292,142.622
arom1237,Aromanian,rup,language,Eurasia,42.0646,22.6464
arop1243,Arop-Lokep,apr,language,Papunesia,-5.31671,147.103
arop1242,Arop-Sissano,aps,language,Papunesia,-3.06984,142.12
aros1241,Arosi,aia,language,Papunesia,-10.2441,161.432
fran1260,Arpitan,frp,language,Eurasia,45.8051,6.48152
arta1239,Arta,atz,language,Papunesia,16.4185,121.656
arua1263,Aruá (Amazonas State),aru,language,South America,-5.5,-67.98
arua1260,Aruamu,msy,language,Papunesia,-4.28957,144.842
arua1264,Aruan,,language,South America,-0.608631,-50.123291
arua1261,Aruá (Rondonia State),arx,language,South America,-12.1186,-62.4357
arue1240,Aruek,aur,language,Papunesia,-3.37841,142.715
arut1244,Arutani,atx,language,South America,4.20057,-63.1202
arva1236,Arvanitika Albanian,aat,language,Eurasia,38.283,23.3703
asss1237,As,asz,language,Papunesia,-0.75267,131.728
suar1238,Asabano,seo,language,Papunesia,-4.95072,141.978
asar1240,Asaro'o,mtv,language,Papunesia,-5.68263,146.508
asas1240,Asas,asd,language,Papunesia,-5.69345,145.549
asha1243,Asháninka,cni,language,South America,-11.9311,-73.9073
ashe1269,Ashe,ahs,language,Africa,9.36574,7.39443
ashe1273,Ashéninka Pajonal,cjo,language,South America,-10.7583,-74.2014
ashe1272,Ashéninka Perené,prq,language,South America,-10.9777,-74.9153
ashk1246,Ashkun,ask,language,Eurasia,34.84277,70.37453
asho1236,Asho Chin,csh,language,Eurasia,21.393,93.5069
asht1244,Ashtiani,atn,language,Eurasia,37.7469,48.6808
asil1242,Asilulu,asl,language,Papunesia,-3.67302,127.952
asko1238,Askopan,eiv,language,Papunesia,-6.22539,155.307
asoa1238,Asoa,asv,language,Africa,2.26818,26.7198
assa1263,Assamese,asm,language,Eurasia,26.0876,91.2932
assa1266,Assan,xss,language,Eurasia,56,94
assa1269,Assangori,sjg,language,Africa,13.9592,22.6393
assi1247,Assiniboine,asb,language,North America,49.2923,-106.068
assy1241,Assyrian Neo-Aramaic,aii,language,Eurasia,36.75,43
astu1245,Asturian,ast,language,Eurasia,42.4181,-6.02227
asue1235,Asue Awyu,psa,language,Papunesia,-5.98341,139.123
asum1237,Asumboa,aua,language,Papunesia,-11.2969,166.499
asun1236,Asunción Mixtepec Zapotec,zoo,language,North America,16.8762,-96.8704
asun1235,Asu (Nigeria),aum,language,Africa,10.0849,5.42081
asur1254,Asuri,asr,language,Eurasia,21.5721,83.4562
asut1235,Asu (Tanzania),asa,language,Africa,-4.17978,37.8323
ataa1240,Ata,atm,language,Papunesia,9.715,122.9
atac1235,Atacame,,language,South America,0.834931,-79.778137
atak1252,Atakapa,aqp,language,North America,30.9121,-93.0827
atam1240,Ata Manobo,atd,language,Papunesia,7.7789,125.499
atam1239,Atampaya,amz,language,Australia,-11.0018,142.273
atat1238,Atatláhuca Mixtec,mib,language,North America,17.07133,-97.67753
atay1247,Atayal,tay,language,Papunesia,24.5209,121.388
athp1241,Athpariya,aph,language,Eurasia,26.8794,87.3296
atii1237,Ati,atk,language,Papunesia,11.1539,122.512
atik1240,Atikamekw,atj,language,North America,47.9555,-73.7989
atoh1238,Atohwaim,aqm,language,Papunesia,-6.27123,138.666
aton1242,Atong,ato,language,Africa,6.03539,9.72121
aton1241,Atong (India),aot,language,Eurasia,25.346508,90.658722
ator1244,Atorada,aox,language,South America,2.481,-60.286
atsa1242,Atsahuaca,atc,language,South America,-14.1666,-69.5
atsa1241,Atsam,cch,language,Africa,9.95914,8.48301
atsu1245,Atsugewi,atw,language,North America,40.4271,-120.661
atti1239,Attié,ati,language,Africa,5.9977,-3.8209
atzi1235,Atzingo Matlatzinca,ocu,language,North America,19.3871,-99.9239
auuu1241,Au,avt,language,Papunesia,-3.53277,142.105
auhe1237,'Auhelawa,kud,language,Papunesia,-10.0959,151.002
ndyu1242,Aukan,djk,language,South America,4.3126,-54.6419
aulu1238,Aulua,aul,language,Papunesia,-16.3579,167.697
aura1243,Aurê y Aurá,aux,language,South America,-4.137,-46.792
aush1241,Aushi,auh,language,Africa,-11.6295,29.0168
aush1242,Aushiri,avs,language,South America,-3.3196,-74.5411
aust1304,Austral,aut,language,Papunesia,-23.3843,-149.462
aust1253,Australian Aborigines Sign Language,asw,language,Australia,-25,135
aust1271,Australian Sign Language,asf,language,Australia,-30,145
aust1252,Austrian Sign Language,asq,language,Eurasia,48.1197,16.225
auwe1239,Auwe,smf,language,Papunesia,-3.33662,141.254
awun1245,Auwon,aww,language,Papunesia,-3.79671,141.999
auye1238,Auye,auu,language,Papunesia,-3.43705,136.096
auyo1240,Auyokawa,auo,language,Africa,9.85747,11.322
avac1239,Avá-Canoeiro,avv,language,South America,-13.6081,-48.1336
bani1254,Avane,bvv,language,South America,5.26123,-67.5633
avar1256,Avar,ava,language,Eurasia,41.7047,46.558
avat1244,Avatime,avn,language,Africa,6.8688,0.41314
avau1237,Avau,avb,language,Papunesia,-6.24342,150.427
katb1237,Avava,tmb,language,Papunesia,-16.2701,167.484
aves1237,Avestan,ave,language,Eurasia,31.541,53.633
avik1243,Avikam,avi,language,Africa,5.15838,-5.2529
avok1242,Avokaya,avu,language,Africa,4.38639,29.9379
awab1243,Awabakal,awk,language,Australia,-33.12847,151.43555
awac1239,Awa-Cuaiquer,kwi,language,South America,1.21652,-78.3401
awad1244,Awad Bing,bcu,language,Papunesia,-5.59896,146.355
awad1243,Awadhi,awa,language,Eurasia,27.5907,82.4663
awak1250,Awak,awo,language,Africa,9.86334,11.3291
awap1236,Awa (Papua New Guinea),awb,language,Papunesia,-6.65534,145.714
awar1249,Awar,aya,language,Papunesia,-4.13554,144.836
awar1248,Awara,awx,language,Papunesia,-6.16986,146.372
awbo1238,Awbono,awh,language,Papunesia,-5.05875,139.724
awee1242,Aweer,bob,language,Africa,-1.40124,41.234
awer1241,Awera,awr,language,Papunesia,-2.71886,136.063
awet1244,Awetí,awe,language,South America,-12.9336,-53.5852
awin1248,Awing,azo,language,Africa,5.88362,10.264
awiy1238,Awiyaana,auy,language,Papunesia,-6.54079,145.76
awji1241,Awjilah-Foqaha,auj,language,Africa,29.2341,21.1819
awng1244,Awngi,awn,language,Africa,10.9819,36.6916
awtu1239,Awtuw,kmn,language,Papunesia,-3.53129,141.928
awuu1235,Awu = Lope,yiu,language,Eurasia,25.395,103.306
awut1241,Awutu,afu,language,Africa,5.42441,-0.59545
awyi1241,Awyi,auw,language,Papunesia,-3.00564,140.604
axam1237,Axamb,ahb,language,Papunesia,-16.4838,167.707
axiy1235,Axi Yi,yix,language,Eurasia,24.6009,103.713
ayac1239,Ayacucho Quechua,quy,language,South America,-13.84714,-74.32246
ayau1235,Ayautla Mazatec,vmy,language,North America,18.0993,-96.5952
ayer1245,Ayere,aye,language,Africa,7.52206,6.01979
ayic1234,Ayi (China),ayx,language,Eurasia,27.1213,98.8684
ayip1235,Ayi (Papua New Guinea),ayq,language,Papunesia,-3.95946,142.407
ayiw1239,Ayiwo,nfl,language,Papunesia,-10.282595,166.328715
ayiz1244,Ayizi,yyz,language,Eurasia,25,103.7
ayiz1245,Ayizo Gbe,ayb,language,Africa,6.62654,2.20552
ayoq1235,Ayoquesco Zapotec,zaf,language,North America,16.6633,-96.8575
ayor1240,Ayoreo,ayo,language,South America,-19.220055,-60.217495
ayuu1242,Ayu,ayu,language,Africa,9.2634,8.60225
ayut1236,Ayutla Mixtec,miy,language,North America,16.8833,-98.9916
azha1235,Azha,aza,language,Eurasia,23.9,104.15
azhe1235,Azhe,yiz,language,Eurasia,24.405,103.441
azoy1236,Azoyú Me'phaa,tpc,language,North America,16.7584,-98.5241
kwaa1262,Baa,kwb,language,Africa,9.42222,11.4439
baan1241,Baan,bvj,language,Africa,4.66709,7.30065
baan1242,Baangi,bqx,language,Africa,10.8083,5.7261
baat1238,Baatonum,bba,language,Africa,9.63186,2.99607
baaz1234,Baazem,,language,Africa,6.80235,9.97124
baba1264,Baba,bbw,language,Africa,6.11222,10.5216
baba1273,Babalia Creole Arabic,bbz,language,Africa,12.7617,16.6925
baba1267,Baba Malay,mbf,language,Eurasia,1.75414,103.076
baba1263,Babango,bbm,language,Africa,1.79475,23.5851
baba1266,Babanki,bbk,language,Africa,5.97863,10.2869
baba1268,Babatana,baa,language,Papunesia,-7.22281,157.149
babi1235,Babine,bcr,language,North America,55.0997,-126.41
babu1240,Babuza,bzg,language,Papunesia,24.0017,120.585
baca1246,Bacama,bcy,language,Africa,9.53072,12.0416
baca1243,Bacanese Malay,btj,language,Papunesia,-0.62275,127.49
bada1257,Badaga,bfq,language,Eurasia,11.3094,76.5974
bada1261,Bada (Indonesia),bhz,language,Papunesia,-1.80249,120.319
bada1258,Bada (Nigeria),bau,language,Africa,9.62456,9.95
bade1248,Bade,bde,language,Africa,12.789,10.6557
bade1240,Badeshi,bdz,language,Eurasia,35.2655,72.6823
badi1247,Bädi Kanum,khd,language,Papunesia,-8.85301,140.753
badi1246,Badimaya,bia,language,Australia,-29.0647,117.246
badu1237,Badui,bac,language,Papunesia,-6.35359,106.177
baeg1237,Baeggu,bvd,language,Papunesia,-8.49014,160.771
bael1237,Baelelea,bvc,language,Papunesia,-8.41627,160.721
baet1237,Baetora,btr,language,Papunesia,-15.2574,168.159
bafa1249,Bafanji,bfj,language,Africa,5.84612,10.4518
bafa1247,Bafaw-Balong,bwt,language,Africa,4.53307,9.522
bafi1243,Bafia,ksf,language,Africa,4.72603,11.0982
