glottocode,name,isocodes,level,macroarea,latitude,longitude
masl1241,Maslam,msv,language,Africa,12.1918,14.8873
masm1239,Masmaje,mes,language,Africa,13.076,19.2769
mass1262,Massalat,mdg,language,Africa,13.5157,19.7348
mass1263,Massep,mvs,language,Papunesia,-1.74679,138.294
mata1288,Matagalpa,mtn,language,North America,13.0333,-86
mata1306,Matal,mfh,language,Africa,10.9284,14.0474
mata1275,Matanawí,,language,South America,-8.110352,-61.766968
matb1237,Matbat,xmt,language,Papunesia,-1.8801,130.075
mate1258,Matengo,mgv,language,Africa,-11.554,35.0056
mate1260,Matepi,mqe,language,Papunesia,-5.13857,145.617
kemb1249,Mateq,xem,language,Papunesia,0.66181,110.468
mati1250,Matigsalug Manobo,mbt,language,Papunesia,7.72124,125.16
mati1253,Matipuhy,mzo,language,South America,-12.0456,-53.3994
mati1255,Matís,mpq,language,South America,-4.3553,-70.2079
mato1252,Mato,met,language,Papunesia,-5.91639,146.859
mato1253,Mato Grosso Arára,axg,language,South America,-13.175,-55.869
mato1250,Mator-Taigi-Karagas,mtm,language,Eurasia,53.4349,102.856
mats1244,Matsés,mcf,language,South America,-5.73914,-72.6281
matt1238,Mattole,mvb,language,North America,40.4321,-122.863
matu1261,Matukar,mjk,language,Papunesia,-4.9078,145.779
matu1259,Matumbi,mgw,language,Africa,-8.53734,39.0409
maty1235,Matya Samo,stj,language,Africa,13.1027,-3.25128
maun1240,Maung,mph,language,Australia,-11.8393,133.185
mauw1238,Mauwake,mhl,language,Papunesia,-4.52416,145.394
mawa1270,Mawa (Chad),mcw,language,Africa,11.7461,18.2999
mawa1266,Mawak,mjj,language,Papunesia,-4.61817,145.283
mawa1268,Mawakwa,,language,South America,3.11,-66.238404
mawa1267,Mawan,mcz,language,Papunesia,-5.2219,145.589
mawa1236,Mawa (Nigeria),wma,language,Africa,10.8527,9.72407
mawa1271,Mawayana,mzx,language,South America,1.98815,-58.5046
mawc1242,Mawchi,mke,language,Eurasia,21.5724,73.9956
mawe1251,Mawes,mgk,language,Papunesia,-2.36944,139.752
maxa1247,Maxakalí,mbl,language,South America,-16.9402,-40.7891
maxi1236,Maxi Gbe,mxl,language,Africa,7.57292,1.78181
maya1280,Mayaguduna,xmy,language,Australia,-18.1147,140.337
maya1285,Mayangna,yan,language,North America,14.1259,-84.3439
maya1281,Maya Samo,sym,language,Africa,13.1811,-2.72732
maib1239,Maybrat-Karon,ayz,language,Papunesia,-1.3679,132.591
maye1238,Mayeka,myc,language,Africa,-1.10038,17.82247
mayk1239,Maykulan,mnt,language,Australia,-20.4352,140.481
mayo1264,Mayo,mfy,language,North America,26.4522,-108.981
mayo1261,Mayogo,mdm,language,Africa,2.79827,27.8282
mayo1271,Mayoruna-Amazon,,language,South America,-4.322858,-70.280457
mayo1270,Mayoruna-Jandiatuba,,language,South America,-4.979863,-70.038757
mayo1272,Mayoruna-Tabatinga,,language,South America,-4.289992,-69.873963
mayo1262,Mayoyao Ifugao,ifu,language,Papunesia,16.9984,121.29
maza1306,Maza,,language,Eurasia,23.546095,105.516304
maza1304,Mazagway,dkx,language,Africa,10.175,13.6873
maza1294,Mazaltepec Zapotec,zpy,language,North America,17.1547,-96.8791
maza1291,Mazanderani,mzn,language,Eurasia,36.241,52.3009
maza1296,Mazatlán Mazatec,vmz,language,North America,18.0829,-96.8889
maza1292,Mazatlán Mixe,mzl,language,North America,17.0156,-95.2833
mbaa1245,Mba,mfc,language,Africa,1.06885,25.143
mbab1239,Mbabaram,vmb,language,Australia,-20.1389,143.438
mbal1257,Mbala,mdp,language,Africa,-5.11888,18.041
mbal1255,Mbalanhu,lnb,language,Africa,-19.593,16.617
mban1263,Mbandja,zmz,language,Africa,3.98003,19.4455
mban1264,Mbangala,mxg,language,Africa,-9.15592,17.4086
mban1262,Mbangi,mgn,language,Africa,4.69967,22.06451
mban1268,Mbangwe,zmn,language,Africa,-2.28729,13.5956
mbar1254,Mbara (Australia),mvl,language,Australia,-24.46,136.641
mbar1260,Mbara (Chad),mpk,language,Africa,10.9585,15.5363
mbar1253,Mbariman-Gudhinma,zmv,language,Australia,-14.529,143.789
mbat1248,Mbati,mdn,language,Africa,3.94184,17.7529
mbat1247,Mbato,gwa,language,Africa,5.34421,-3.70421
mbay1241,Mbay,myb,language,Africa,8.23066,15.7328
mbee1249,Mbe,mfo,language,Africa,6.57067,8.82998
mbee1250,Mbe',mtk,language,Africa,6.25838,11.0906
mbed1242,Mbedam,xmd,language,Africa,10.466,13.9322
mbel1240,Mbelime,mql,language,Africa,10.4532,0.95645
mber1257,Mbere,mdt,language,Africa,-0.477445,14.2877
mbes1238,Mbesa,zms,language,Africa,1.6207,22.8389
mbiy1238,Mbiywom,,language,Australia,-12.89620501,142.2710997
blaf1238,Mblafe-Ránmo,bfh,language,Papunesia,-8.56161,141.226
mboc1235,Mbo (Cameroon),mbo,language,Africa,5.13981,9.92766
mbod1238,Mbo (Democratic Republic of Congo),zmw,language,Africa,1.11602,28.018
mboi1246,Mboi,moi,language,Africa,9.86954,12.545
mbok1243,Mboko,mdu,language,Africa,0.43541,14.7935
mbol1247,Mbole,mdq,language,Africa,-0.57181,24.0443
mbon1252,Mbonga,xmb,language,Africa,5.7517,13.6471
mbon1253,Mbongno,bgu,language,Africa,6.82543,11.1316
mbos1242,Mbosi,mdw,language,Africa,-1.23019,15.5322
mbow1246,Mbowe,mxo,language,Africa,-14.2941,23.9819
mbre1244,Mbre,mka,language,Africa,8.20929,-5.72944
mbug1240,Mbugu,mhd,language,Africa,-4.72863,38.3519
mbug1242,Mbugwe,mgz,language,Africa,-3.75763,35.8133
mbuk1243,Mbuko,mqb,language,Africa,10.7788,14.1677
mbuk1240,Mbukushu,mhw,language,Africa,-17.6827,22.5026
mbul1263,Mbula,mna,language,Papunesia,-5.66965,148.041
mbul1260,Mbula-Bwazza,mbu,language,Africa,9.60769,12.2439
mbul1262,Mbule,mlb,language,Africa,4.50635,10.9924
mbul1258,Mbulungish,mbv,language,Africa,10.8553,-14.7372
mbum1254,Mbum,mdd,language,Africa,7.5789,14.2722
mbun1249,Mbunda,mck,language,Africa,-14.603,21.9768
mbun1248,Mbunga,mgy,language,Africa,-8.19661,36.5362
mbur1239,Mburku,bbt,language,Africa,10.9276,9.81365
mpuo1241,Mbuun,zmp,language,Africa,-5.21134,19.4269
mbwe1238,Mbwela,mfu,language,Africa,-13.3267,18.2243
mbya1239,Mbyá Guaraní,gun,language,South America,-26.0188,-52.711
meaa1237,Mea,meg,dialect,Papunesia,-21.4939,165.771
mede1237,Medebur,mjm,language,Papunesia,-4.49918,145.425
medi1249,Mediak,mwx,language,Africa,-8.52758,37.8782
medi1245,Media Lengua,mue,language,South America,-1.04518,-78.5392
ling1242,Mediterranean Lingua Franca,pml,language,Africa,33.8613,10.8531
medn1235,Mednyj Aleut,mud,language,Eurasia,54.6601,167.782
medu1238,Medumba,byv,language,Africa,5.10901,10.6118
meen1242,Me'en,mym,language,Africa,6.63207,35.6255
mefe1242,Mefele,mfj,language,Africa,10.677,13.8201
mega1243,Megam,mef,language,Eurasia,25.1292,91.6132
megl1237,Megleno Romanian,ruq,language,Eurasia,41.1174,22.3782
mehe1243,Mehek,nux,language,Papunesia,-3.70927,142.498
mehi1240,Mehináku,mmh,language,South America,-12.5364,-53.521
mehr1241,Mehri,gdq,language,Eurasia,21.4268,51.1512
yuet1238,Meixian,,dialect,Eurasia,24.3522958,115.8903375
saki1248,Mekens,skf,language,South America,-13.054,-62.0927
meke1243,Mekeo,mek,language,Papunesia,-8.23853,146.586
mekm1240,Mekmek,mvk,language,Papunesia,-4.47017,143.75
mekw1241,Mekwei,msf,language,Papunesia,-2.52264,140.326
mele1250,Mele-Fila,mxe,language,Papunesia,-17.6841,168.275
melo1242,Melo,mfx,language,Africa,6.53916,36.811
melp1238,Melpa,med,language,Papunesia,-5.62644,144.34
memo1238,Memoni,mby,language,Eurasia,24.853,67.007
mend1267,Mendalam Kayan,xkd,language,Papunesia,0.98794,113.286
mend1261,Mendankwe-Nkwen,mfd,language,Africa,6.00034,10.2307
mend1268,Mende (Papua New Guinea),sim,language,Papunesia,-3.67233,142.683
mend1266,Mende (Sierra Leone),men,language,Africa,7.90935,-10.9926
meng1264,Mengaka,xmg,language,Africa,5.71399,10.3377
meng1267,Mengen,mee,language,Papunesia,-5.47036,151.373
meng1263,Mengisa,mct,language,Africa,4.5932,11.3947
meni1247,Menien,,language,South America,-15.8436187,-38.8633204
menk1238,Menka,mea,language,Africa,5.94639,9.69161
meno1252,Menominee,mez,language,North America,44.9794,-88.6395
ment1249,Mentawai,mwv,language,Papunesia,-1.41092,98.9401
meny1245,Menya,mcr,language,Papunesia,-7.17425,146.071
meos1237,Meoswar,mvx,language,Papunesia,-2.07828,134.378
merr1239,Mer,mnu,language,Papunesia,-3.3828,134.731
mera1242,Meramera,mxm,language,Papunesia,-4.97468,151.528
mere1242,Merei,lmb,language,Papunesia,-15.2839,166.905
mere1246,Merey,meq,language,Africa,10.7458,14.09
meri1244,Meriam,ulk,language,Papunesia,-9.59575,143.773
merl1237,Merlav,mrm,language,Papunesia,-14.4213,168.039
mero1237,Meroitic,xmr,language,Africa,16.9333,33.7333
meru1245,Meru,mer,language,Africa,0.26484,37.7396
merw1238,Merwari,wry,language,Eurasia,26.771,74.095
mesa1245,Mesaka,iyo,language,Africa,6.32679,9.8723
mesc1238,Mescalero-Chiricahua Apache,apm,language,North America,33.1291,-105.566
mese1244,Mese,mci,language,Papunesia,-6.56072,147.137
mesk1242,Meskwaki,sac,language,North America,40,-94
mesm1239,Mesme,zim,language,Africa,9.28888,15.7018
mesm1243,Mesmes,mys,language,Africa,7.53825,37.5742
mesq1240,Mesqan,mvz,language,Africa,8.10617,38.3386
meta1238,Meta',mgo,language,Africa,5.88942,9.87416
metl1238,Metlatónoc Mixtec,mxv,language,North America,17.048,-98.3514
mewa1249,Mewari,mtr,language,Eurasia,24.57,73.68
mewa1250,Mewati,wtm,language,Eurasia,27.736,76.947
mexi1237,Mexican Sign Language,mfs,language,North America,19.75,-98.5
sher1257,Mey,sdp,language,Eurasia,27.0035,92.5799
meya1236,Meyah,mej,language,Papunesia,-1.18016,133.618
mezo1235,Mezontla Popoloca,pbe,language,North America,18.1442,-97.5879
mezq1235,Mezquital Otomi,ote,language,North America,20.2274,-99.5564
mfin1238,Mfinu,zmf,language,Africa,-4.26573,16.2559
miam1252,Miami,mia,language,North America,40,-90
mian1256,Mian,mpt,language,Papunesia,-4.70881,141.523
mian1254,Miani,pla,language,Papunesia,-4.42116,145.276
miar1236,Miarrã,xmi,language,South America,-12.5,-53.42
mich1243,Michif,crg,language,North America,49.1681,-99.9119
mich1246,Michoacán Mazahua,mmc,language,North America,19.7239,-100.293
mich1245,Michoacán Nahuatl,ncl,language,North America,18.3412,-103.361
midd1327,Middle Watut,mpl,language,Papunesia,-6.81404,146.321
midg1235,Mid Grand Valley Dani,dnt,language,Papunesia,-4.06322,138.945
mido1240,Midob,mei,language,Africa,14.789,27.2236
mids1243,Mid-Southern Banda,bjo,language,Africa,5.87893,22.4666
miga1249,Migaama,mmy,language,Africa,12.2367,18.9614
miga1241,Migabac,mpp,language,Papunesia,-6.33237,147.713
miis1236,Miisiirii,,language,Africa,14.16,22.69
mika1239,Mikasuki,mik,language,North America,26.08142,-80.90847
mikm1235,Mi'kmaq,mic,language,North America,45.9941,-65.5766
mila1245,Milang,,language,Eurasia,28.5,94.5
mili1235,Mili,ymh,language,Eurasia,24.115,100.611
mill1237,Millcayac,,language,South America,-31.79729,-67.569581
milt1241,Miltu,mlj,language,Africa,10.2347,17.4126
milu1241,Miluk,iml,language,North America,43.3215,-124.258
mimi1240,Mimi-Gaudefroy,,language,Africa,13.827507,21.11324
mimi1241,Mimi-Nachtigal,,language,Africa,14.302046,20.724106
mina1276,Mina (Cameroon),hna,language,Africa,10.38053,13.84054
mina1267,Mina (India),myi,language,Eurasia,23.7425,74.5977
mina1268,Minangkabau,min,language,Papunesia,4.17,96.25
mina1274,Minanibai-Foia Foia,mcv,language,Papunesia,-7.61717,144.011
mina1269,Minaveha,mvn,language,Papunesia,-9.59922,150.501
minb1244,Min Bei Chinese,mnp,language,Eurasia,27.05,118.32
mind1263,Minderico,drc,language,Eurasia,39.5144,-8.68866
mind1255,Mindiri,mpn,language,Papunesia,-5.54613,146.138
mind1253,Min Dong Chinese,cdo,language,Eurasia,26,119.5
ming1254,Mingang Doso,mko,language,Africa,9.25942,11.295
ming1252,Mingrelian,xmf,language,Eurasia,42.5129,41.8719
mini1256,Minica Huitoto,hto,language,South America,-1.54535,-73.1107
mini1253,Minidien,wii,language,Papunesia,-3.59408,142.33
mini1251,Minigir,vmg,language,Papunesia,-4.31803,152.005
mink1237,Minkin,,language,Australia,-17.736653,139.541931
minn1241,Min Nan Chinese,nan,language,Eurasia,24.5,118.17
mino1243,Minokok,mqq,language,Papunesia,5.43348,116.759
minr1238,Minriq,mnq,language,Eurasia,5.01108,102.047
